Test Name,M-max Lower Leg Ampl Lines
Test Item,Right TA
Patient Name,"pre  s2718tdvg"
Patient ID,
Test Date,8/20/2019
Trace Label,"Tr 1 : 0 mA : 100 탎","Tr 2 : 45 mA : 100 탎","Tr 3 : 100 mA : 100 탎","Tr 4 : 100 mA : 100 탎","Tr 5 : 100 mA : 100 탎","Tr 6 : 100 mA : 150 탎","Tr 7 : 100 mA : 200 탎","Tr 8 : 100 mA : 250 탎","Tr 9 : 100 mA : 300 탎","Tr 10 : 100 mA : 300 탎","Tr 11 : 100 mA : 300 탎","Tr 12 : 100 mA : 300 탎","Tr 13 : 100 mA : 300 탎","Tr 14 : 100 mA : 350 탎","Tr 15 : 100 mA : 350 탎","Tr 16 : 100 mA : 350 탎"
,48.828125000,56.457519531,49.591064453,50.354003906,115.966796875,93.078613281,59.509277344,29.754638672,38.146972656,0.000000000,-28.991699219,32.043457031,51.879882813,50.354003906,56.457519531,69.427490234
,48.065185547,57.220458984,48.065185547,49.591064453,115.966796875,92.315673828,57.983398438,29.754638672,40.435791016,2.288818359,-27.465820313,32.043457031,52.642822266,49.591064453,52.642822266,66.375732422
,46.539306641,57.983398438,47.302246094,48.828125000,115.203857422,91.552734375,55.694580078,29.754638672,43.487548828,6.103515625,-25.177001953,32.043457031,53.405761719,48.828125000,48.828125000,64.849853516
,44.250488281,58.746337891,47.302246094,48.828125000,114.440917969,90.026855469,53.405761719,28.228759766,45.776367188,9.918212891,-22.125244141,31.280517578,53.405761719,48.828125000,45.013427734,64.086914063
,43.487548828,58.746337891,48.065185547,48.828125000,112.152099609,87.738037109,51.879882813,26.702880859,49.591064453,13.732910156,-19.073486328,29.754638672,52.642822266,48.065185547,43.487548828,65.612792969
,41.961669922,58.746337891,46.539306641,48.065185547,109.100341797,83.160400391,49.591064453,25.177001953,52.642822266,16.021728516,-17.547607422,28.991699219,51.879882813,47.302246094,41.961669922,65.612792969
,40.435791016,56.457519531,43.487548828,46.539306641,106.811523438,77.819824219,46.539306641,24.414062500,54.931640625,16.784667969,-16.784667969,27.465820313,51.116943359,47.302246094,39.672851563,65.612792969
,39.672851563,54.931640625,39.672851563,45.013427734,104.522705078,74.005126953,42.724609375,24.414062500,57.220458984,16.784667969,-16.784667969,24.414062500,50.354003906,46.539306641,37.384033203,66.375732422
,36.621093750,52.642822266,35.858154297,43.487548828,102.233886719,70.190429688,38.909912109,24.414062500,58.746337891,16.021728516,-16.021728516,22.888183594,48.828125000,46.539306641,34.332275391,65.612792969
,33.569335938,51.879882813,32.806396484,41.961669922,102.233886719,68.664550781,35.095214844,24.414062500,59.509277344,16.021728516,-14.495849609,20.599365234,48.065185547,45.776367188,28.991699219,66.375732422
,29.754638672,53.405761719,32.043457031,41.961669922,101.470947266,67.138671875,31.280517578,25.939941406,59.509277344,16.021728516,-11.444091797,19.073486328,48.065185547,46.539306641,25.939941406,66.375732422
,25.177001953,54.931640625,32.043457031,41.961669922,99.182128906,66.375732422,29.754638672,28.228759766,61.035156250,15.258789063,-7.629394531,18.310546875,48.828125000,48.065185547,23.651123047,66.375732422
,22.125244141,55.694580078,33.569335938,40.435791016,96.893310547,65.612792969,28.228759766,31.280517578,61.035156250,15.258789063,-3.814697266,16.784667969,51.116943359,49.591064453,22.125244141,66.375732422
,17.547607422,57.220458984,35.095214844,41.961669922,93.078613281,64.849853516,27.465820313,35.095214844,60.272216797,16.021728516,0.762939453,16.021728516,53.405761719,52.642822266,23.651123047,66.375732422
,14.495849609,56.457519531,37.384033203,41.198730469,89.263916016,62.561035156,27.465820313,36.621093750,60.272216797,16.784667969,5.340576172,15.258789063,55.694580078,54.168701172,25.177001953,66.375732422
,10.681152344,53.405761719,38.146972656,41.961669922,87.738037109,58.746337891,27.465820313,38.146972656,58.746337891,19.073486328,7.629394531,12.207031250,57.220458984,54.931640625,26.702880859,68.664550781
,6.866455078,51.116943359,38.146972656,44.250488281,86.975097656,54.931640625,28.228759766,37.384033203,57.220458984,20.599365234,9.918212891,11.444091797,57.983398438,55.694580078,29.754638672,70.190429688
,4.577636719,47.302246094,37.384033203,45.013427734,86.975097656,50.354003906,28.991699219,36.621093750,54.931640625,21.362304688,9.918212891,9.155273438,59.509277344,53.405761719,32.043457031,72.479248047
,2.288818359,44.250488281,35.858154297,45.776367188,87.738037109,48.065185547,30.517578125,36.621093750,52.642822266,22.125244141,11.444091797,6.866455078,60.272216797,51.116943359,32.806396484,75.531005859
,1.525878906,42.724609375,33.569335938,46.539306641,87.738037109,46.539306641,31.280517578,35.858154297,51.116943359,21.362304688,12.969970703,6.103515625,61.798095703,49.591064453,32.806396484,77.056884766
,2.288818359,40.435791016,34.332275391,46.539306641,85.449218750,47.302246094,30.517578125,36.621093750,51.116943359,20.599365234,14.495849609,5.340576172,63.323974609,45.776367188,32.806396484,78.582763672
,3.051757813,38.909912109,34.332275391,47.302246094,82.397460938,48.828125000,29.754638672,38.146972656,50.354003906,21.362304688,15.258789063,5.340576172,64.849853516,43.487548828,31.280517578,79.345703125
,4.577636719,37.384033203,35.858154297,49.591064453,80.108642578,51.116943359,29.754638672,38.909912109,49.591064453,22.125244141,16.784667969,4.577636719,66.375732422,41.961669922,29.754638672,79.345703125
,5.340576172,36.621093750,36.621093750,51.879882813,77.819824219,49.591064453,29.754638672,40.435791016,48.065185547,24.414062500,19.073486328,3.051757813,66.375732422,40.435791016,29.754638672,79.345703125
,5.340576172,37.384033203,35.095214844,54.168701172,76.293945313,45.013427734,30.517578125,41.198730469,45.013427734,27.465820313,22.125244141,0.762939453,65.612792969,38.909912109,29.754638672,78.582763672
,5.340576172,36.621093750,32.806396484,57.220458984,75.531005859,37.384033203,32.043457031,42.724609375,42.724609375,31.280517578,25.177001953,-1.525878906,64.849853516,36.621093750,29.754638672,78.582763672
,4.577636719,36.621093750,29.754638672,60.272216797,74.005126953,26.702880859,32.043457031,44.250488281,41.961669922,35.095214844,26.702880859,-4.577636719,64.086914063,34.332275391,30.517578125,81.634521484
,4.577636719,36.621093750,25.939941406,63.323974609,72.479248047,22.125244141,33.569335938,45.776367188,41.198730469,38.146972656,27.465820313,-9.918212891,63.323974609,32.043457031,30.517578125,85.449218750
,3.814697266,34.332275391,22.888183594,65.612792969,70.190429688,19.836425781,33.569335938,45.776367188,41.198730469,41.198730469,27.465820313,-15.258789063,61.798095703,29.754638672,29.754638672,88.500976563
,3.051757813,32.806396484,19.836425781,67.901611328,67.138671875,19.836425781,32.806396484,45.013427734,39.672851563,43.487548828,26.702880859,-19.836425781,60.272216797,28.228759766,29.754638672,91.552734375
,3.814697266,29.754638672,16.784667969,69.427490234,62.561035156,22.888183594,32.043457031,43.487548828,39.672851563,45.013427734,25.939941406,-23.651123047,59.509277344,27.465820313,28.991699219,92.315673828
,3.814697266,27.465820313,12.969970703,70.953369141,57.220458984,22.888183594,29.754638672,41.961669922,38.909912109,45.776367188,27.465820313,-26.702880859,58.746337891,26.702880859,27.465820313,91.552734375
,4.577636719,24.414062500,9.918212891,72.479248047,51.879882813,22.888183594,28.228759766,41.961669922,38.909912109,45.013427734,31.280517578,-27.465820313,58.746337891,26.702880859,25.177001953,90.789794922
,6.103515625,22.125244141,8.392333984,73.242187500,46.539306641,22.125244141,28.228759766,43.487548828,38.909912109,45.013427734,35.858154297,-28.228759766,57.983398438,27.465820313,22.125244141,90.026855469
,7.629394531,20.599365234,6.866455078,74.768066406,41.961669922,21.362304688,27.465820313,46.539306641,38.146972656,45.776367188,41.961669922,-28.991699219,55.694580078,28.228759766,17.547607422,91.552734375
,9.155273438,17.547607422,6.103515625,76.293945313,38.909912109,21.362304688,28.228759766,50.354003906,35.858154297,46.539306641,47.302246094,-29.754638672,52.642822266,29.754638672,14.495849609,93.078613281
,12.207031250,16.784667969,5.340576172,77.819824219,36.621093750,22.125244141,27.465820313,54.931640625,32.806396484,47.302246094,52.642822266,-32.043457031,48.828125000,31.280517578,12.969970703,96.893310547
,12.969970703,14.495849609,5.340576172,79.345703125,34.332275391,23.651123047,26.702880859,57.983398438,28.991699219,47.302246094,58.746337891,-34.332275391,44.250488281,31.280517578,12.207031250,102.996826172
,12.969970703,11.444091797,6.866455078,80.871582031,33.569335938,23.651123047,25.177001953,59.509277344,25.177001953,45.776367188,64.086914063,-36.621093750,40.435791016,30.517578125,12.207031250,108.337402344
,12.207031250,9.155273438,8.392333984,82.397460938,32.806396484,22.888183594,22.125244141,61.798095703,21.362304688,44.250488281,69.427490234,-38.909912109,38.146972656,28.228759766,12.969970703,114.440917969
,9.918212891,6.103515625,9.918212891,83.923339844,33.569335938,19.836425781,19.836425781,63.323974609,17.547607422,42.724609375,74.005126953,-39.672851563,35.858154297,26.702880859,12.969970703,117.492675781
,8.392333984,1.525878906,11.444091797,84.686279297,33.569335938,17.547607422,18.310546875,64.849853516,12.969970703,40.435791016,76.293945313,-39.672851563,36.621093750,25.939941406,12.969970703,117.492675781
,7.629394531,-0.762939453,12.207031250,86.212158203,33.569335938,15.258789063,17.547607422,67.138671875,9.155273438,38.909912109,78.582763672,-38.909912109,37.384033203,25.177001953,13.732910156,118.255615234
,6.866455078,-3.051757813,12.207031250,86.975097656,33.569335938,14.495849609,19.073486328,68.664550781,6.103515625,36.621093750,80.108642578,-37.384033203,38.146972656,26.702880859,13.732910156,117.492675781
,6.866455078,-4.577636719,13.732910156,87.738037109,33.569335938,12.969970703,20.599365234,69.427490234,5.340576172,33.569335938,82.397460938,-35.095214844,38.146972656,27.465820313,12.969970703,117.492675781
,6.103515625,-3.814697266,15.258789063,90.026855469,34.332275391,12.207031250,21.362304688,69.427490234,4.577636719,31.280517578,84.686279297,-32.806396484,35.095214844,28.991699219,12.969970703,119.018554688
,4.577636719,-2.288818359,17.547607422,93.078613281,35.858154297,12.207031250,23.651123047,67.901611328,4.577636719,29.754638672,86.975097656,-29.754638672,32.043457031,30.517578125,12.969970703,119.018554688
,3.051757813,0.000000000,20.599365234,96.130371094,35.095214844,12.969970703,25.177001953,67.138671875,3.814697266,29.754638672,89.263916016,-28.228759766,27.465820313,30.517578125,12.969970703,119.018554688
,0.762939453,3.051757813,22.888183594,100.708007813,34.332275391,13.732910156,25.939941406,65.612792969,3.051757813,31.280517578,90.026855469,-27.465820313,22.888183594,31.280517578,13.732910156,116.729736328
,0.000000000,7.629394531,25.177001953,103.759765625,32.043457031,14.495849609,28.228759766,64.086914063,1.525878906,32.043457031,90.789794922,-28.228759766,19.836425781,32.806396484,15.258789063,114.440917969
,0.000000000,9.918212891,26.702880859,106.811523438,28.991699219,13.732910156,30.517578125,62.561035156,-0.762939453,32.806396484,91.552734375,-29.754638672,15.258789063,34.332275391,16.784667969,112.915039063
,0.762939453,11.444091797,26.702880859,110.626220703,28.228759766,13.732910156,32.043457031,60.272216797,-1.525878906,31.280517578,90.789794922,-32.043457031,12.207031250,35.858154297,18.310546875,110.626220703
,0.762939453,12.207031250,27.465820313,112.152099609,28.991699219,13.732910156,34.332275391,57.220458984,-2.288818359,28.991699219,90.789794922,-34.332275391,9.155273438,37.384033203,18.310546875,109.100341797
,1.525878906,11.444091797,28.228759766,112.915039063,31.280517578,13.732910156,35.095214844,54.931640625,0.000000000,27.465820313,91.552734375,-36.621093750,6.103515625,37.384033203,19.836425781,106.811523438
,1.525878906,9.918212891,28.991699219,112.152099609,33.569335938,15.258789063,35.858154297,51.879882813,2.288818359,24.414062500,92.315673828,-38.146972656,4.577636719,35.858154297,19.836425781,103.759765625
,1.525878906,9.918212891,31.280517578,109.100341797,34.332275391,16.021728516,36.621093750,51.879882813,6.866455078,23.651123047,93.078613281,-38.909912109,3.051757813,34.332275391,21.362304688,102.233886719
,3.051757813,9.918212891,33.569335938,106.048583984,33.569335938,16.784667969,36.621093750,51.879882813,11.444091797,22.125244141,93.841552734,-39.672851563,2.288818359,32.806396484,22.888183594,99.945068359
,3.814697266,7.629394531,34.332275391,102.996826172,32.043457031,19.073486328,37.384033203,52.642822266,13.732910156,19.836425781,93.841552734,-40.435791016,3.051757813,33.569335938,23.651123047,98.419189453
,3.814697266,6.866455078,35.095214844,99.945068359,29.754638672,22.125244141,39.672851563,54.168701172,13.732910156,19.073486328,93.841552734,-40.435791016,3.051757813,35.095214844,24.414062500,99.182128906
,5.340576172,4.577636719,35.095214844,99.182128906,28.228759766,25.177001953,42.724609375,54.168701172,12.207031250,16.784667969,93.841552734,-40.435791016,2.288818359,38.146972656,25.177001953,98.419189453
,5.340576172,3.051757813,34.332275391,99.182128906,25.939941406,28.228759766,48.065185547,53.405761719,9.918212891,14.495849609,92.315673828,-41.198730469,1.525878906,38.909912109,24.414062500,98.419189453
,4.577636719,4.577636719,32.806396484,100.708007813,24.414062500,29.754638672,51.879882813,50.354003906,9.155273438,12.207031250,93.078613281,-41.198730469,0.762939453,38.909912109,23.651123047,98.419189453
,6.103515625,5.340576172,31.280517578,102.996826172,22.888183594,30.517578125,54.931640625,47.302246094,10.681152344,7.629394531,92.315673828,-42.724609375,0.000000000,37.384033203,22.888183594,96.130371094
,7.629394531,5.340576172,30.517578125,102.233886719,19.836425781,30.517578125,57.220458984,45.013427734,11.444091797,4.577636719,91.552734375,-43.487548828,0.000000000,37.384033203,22.125244141,93.841552734
,9.918212891,3.814697266,29.754638672,101.470947266,17.547607422,28.228759766,57.220458984,44.250488281,12.969970703,0.762939453,92.315673828,-44.250488281,-0.762939453,38.909912109,22.125244141,90.789794922
,13.732910156,0.000000000,28.991699219,98.419189453,14.495849609,28.228759766,57.983398438,42.724609375,12.969970703,-0.762939453,91.552734375,-43.487548828,-0.762939453,41.198730469,22.125244141,86.975097656
,17.547607422,-2.288818359,28.991699219,94.604492188,11.444091797,25.939941406,57.220458984,41.198730469,12.969970703,-2.288818359,90.789794922,-43.487548828,-0.762939453,45.776367188,22.125244141,84.686279297
,21.362304688,-4.577636719,31.280517578,93.078613281,10.681152344,25.177001953,56.457519531,38.146972656,13.732910156,-3.051757813,88.500976563,-41.198730469,0.762939453,50.354003906,22.888183594,83.160400391
,24.414062500,-6.103515625,37.384033203,91.552734375,10.681152344,26.702880859,56.457519531,35.858154297,13.732910156,-3.814697266,85.449218750,-38.146972656,3.051757813,54.931640625,25.177001953,80.871582031
,26.702880859,-6.103515625,43.487548828,90.026855469,10.681152344,28.228759766,54.931640625,32.043457031,13.732910156,-3.814697266,82.397460938,-35.858154297,3.051757813,59.509277344,27.465820313,80.108642578
,26.702880859,-5.340576172,51.116943359,90.026855469,11.444091797,30.517578125,54.168701172,28.228759766,10.681152344,-5.340576172,80.108642578,-32.806396484,3.051757813,61.798095703,30.517578125,77.056884766
,25.939941406,-3.814697266,55.694580078,86.975097656,11.444091797,32.043457031,53.405761719,25.939941406,7.629394531,-6.866455078,77.819824219,-29.754638672,1.525878906,61.798095703,33.569335938,74.005126953
,25.177001953,-3.051757813,58.746337891,84.686279297,10.681152344,32.806396484,53.405761719,22.888183594,6.103515625,-9.155273438,74.768066406,-27.465820313,0.762939453,60.272216797,36.621093750,70.190429688
,24.414062500,-3.051757813,58.746337891,81.634521484,11.444091797,32.043457031,55.694580078,19.836425781,3.814697266,-11.444091797,70.953369141,-25.939941406,2.288818359,57.983398438,40.435791016,66.375732422
,23.651123047,-3.051757813,57.983398438,77.819824219,10.681152344,29.754638672,57.983398438,19.073486328,3.051757813,-12.207031250,67.138671875,-23.651123047,3.814697266,55.694580078,44.250488281,63.323974609
,22.888183594,-3.814697266,57.220458984,74.768066406,11.444091797,28.991699219,62.561035156,17.547607422,3.814697266,-12.969970703,64.086914063,-20.599365234,6.103515625,54.931640625,47.302246094,59.509277344
,22.125244141,-3.814697266,56.457519531,71.716308594,12.969970703,29.754638672,66.375732422,16.784667969,5.340576172,-12.207031250,61.035156250,-16.784667969,8.392333984,52.642822266,49.591064453,55.694580078
,21.362304688,-3.051757813,55.694580078,69.427490234,13.732910156,31.280517578,69.427490234,15.258789063,7.629394531,-11.444091797,59.509277344,-12.969970703,9.155273438,51.116943359,50.354003906,51.116943359
,21.362304688,-1.525878906,55.694580078,67.138671875,15.258789063,35.858154297,74.005126953,13.732910156,11.444091797,-9.918212891,57.220458984,-9.918212891,8.392333984,49.591064453,50.354003906,47.302246094
,21.362304688,0.000000000,55.694580078,64.849853516,16.021728516,41.198730469,77.819824219,11.444091797,14.495849609,-9.155273438,55.694580078,-8.392333984,6.103515625,47.302246094,49.591064453,44.250488281
,20.599365234,3.051757813,54.168701172,62.561035156,17.547607422,44.250488281,80.108642578,11.444091797,16.021728516,-7.629394531,55.694580078,-6.866455078,3.051757813,46.539306641,47.302246094,40.435791016
,19.836425781,6.103515625,53.405761719,60.272216797,19.073486328,48.065185547,83.160400391,10.681152344,16.021728516,-6.103515625,56.457519531,-5.340576172,0.000000000,45.776367188,44.250488281,37.384033203
,18.310546875,8.392333984,51.879882813,57.983398438,19.836425781,50.354003906,84.686279297,10.681152344,13.732910156,-5.340576172,57.220458984,-3.051757813,-1.525878906,44.250488281,40.435791016,35.095214844
,18.310546875,11.444091797,51.116943359,57.220458984,22.125244141,49.591064453,86.212158203,9.918212891,12.207031250,-4.577636719,60.272216797,-0.762939453,-3.051757813,42.724609375,35.858154297,32.806396484
,19.836425781,14.495849609,51.879882813,57.220458984,22.888183594,49.591064453,87.738037109,9.155273438,10.681152344,-6.103515625,61.798095703,0.762939453,-4.577636719,40.435791016,32.043457031,31.280517578
,22.125244141,15.258789063,52.642822266,56.457519531,24.414062500,48.828125000,87.738037109,9.155273438,10.681152344,-6.866455078,63.323974609,3.051757813,-6.866455078,37.384033203,27.465820313,29.754638672
,24.414062500,15.258789063,52.642822266,55.694580078,25.939941406,48.065185547,86.212158203,9.155273438,11.444091797,-9.918212891,64.086914063,5.340576172,-7.629394531,33.569335938,22.888183594,28.991699219
,27.465820313,15.258789063,51.879882813,54.168701172,25.939941406,48.065185547,83.160400391,10.681152344,12.969970703,-11.444091797,63.323974609,7.629394531,-8.392333984,28.991699219,19.073486328,29.754638672
,30.517578125,14.495849609,50.354003906,50.354003906,25.939941406,46.539306641,81.634521484,12.969970703,16.021728516,-11.444091797,62.561035156,10.681152344,-6.866455078,22.888183594,16.021728516,32.043457031
,33.569335938,14.495849609,49.591064453,46.539306641,25.939941406,45.776367188,80.871582031,15.258789063,20.599365234,-10.681152344,61.035156250,12.969970703,-3.814697266,17.547607422,13.732910156,34.332275391
,36.621093750,16.021728516,48.828125000,42.724609375,24.414062500,43.487548828,80.871582031,17.547607422,23.651123047,-8.392333984,59.509277344,15.258789063,-2.288818359,12.969970703,12.207031250,38.146972656
,39.672851563,17.547607422,48.828125000,40.435791016,24.414062500,41.198730469,82.397460938,19.073486328,27.465820313,-6.866455078,57.983398438,17.547607422,-1.525878906,9.918212891,10.681152344,41.961669922
,42.724609375,20.599365234,48.065185547,38.146972656,25.177001953,39.672851563,83.160400391,19.073486328,28.991699219,-6.866455078,54.931640625,19.073486328,-0.762939453,6.103515625,9.918212891,45.013427734
,44.250488281,22.888183594,45.776367188,38.146972656,25.177001953,37.384033203,84.686279297,19.073486328,30.517578125,-8.392333984,52.642822266,21.362304688,-1.525878906,4.577636719,9.155273438,47.302246094
,45.776367188,24.414062500,43.487548828,38.909912109,25.939941406,35.858154297,84.686279297,17.547607422,33.569335938,-11.444091797,48.828125000,24.414062500,0.000000000,3.051757813,6.866455078,48.828125000
,46.539306641,25.177001953,41.961669922,39.672851563,27.465820313,34.332275391,85.449218750,16.021728516,35.858154297,-13.732910156,45.013427734,26.702880859,0.762939453,1.525878906,5.340576172,48.828125000
,46.539306641,25.177001953,39.672851563,41.198730469,28.991699219,30.517578125,86.212158203,14.495849609,38.146972656,-15.258789063,41.961669922,29.754638672,2.288818359,0.762939453,3.814697266,48.828125000
,47.302246094,25.177001953,38.909912109,43.487548828,28.991699219,27.465820313,85.449218750,13.732910156,39.672851563,-16.021728516,39.672851563,33.569335938,3.051757813,-0.762939453,2.288818359,49.591064453
,47.302246094,24.414062500,37.384033203,44.250488281,28.991699219,25.177001953,85.449218750,13.732910156,39.672851563,-15.258789063,38.909912109,38.146972656,3.051757813,-3.814697266,0.762939453,49.591064453
,45.776367188,24.414062500,35.095214844,45.776367188,29.754638672,22.125244141,83.923339844,12.969970703,40.435791016,-13.732910156,38.909912109,42.724609375,4.577636719,-5.340576172,0.000000000,49.591064453
,45.776367188,23.651123047,35.095214844,45.776367188,31.280517578,21.362304688,81.634521484,12.969970703,40.435791016,-12.207031250,38.146972656,47.302246094,7.629394531,-6.103515625,0.000000000,50.354003906
,45.013427734,24.414062500,33.569335938,45.013427734,33.569335938,20.599365234,79.345703125,12.207031250,40.435791016,-9.918212891,37.384033203,51.116943359,9.918212891,-6.103515625,0.000000000,51.879882813
,44.250488281,25.177001953,33.569335938,43.487548828,38.146972656,21.362304688,77.056884766,11.444091797,41.198730469,-7.629394531,35.095214844,55.694580078,13.732910156,-5.340576172,0.000000000,52.642822266
,45.013427734,26.702880859,33.569335938,41.198730469,41.198730469,22.125244141,75.531005859,10.681152344,38.909912109,-6.103515625,32.043457031,59.509277344,17.547607422,-6.103515625,-0.762939453,53.405761719
,44.250488281,30.517578125,32.806396484,39.672851563,43.487548828,21.362304688,75.531005859,9.918212891,38.146972656,-5.340576172,29.754638672,62.561035156,19.073486328,-7.629394531,-3.051757813,53.405761719
,42.724609375,34.332275391,32.043457031,38.146972656,45.013427734,19.836425781,74.768066406,8.392333984,36.621093750,-5.340576172,28.991699219,65.612792969,22.125244141,-9.918212891,-6.103515625,52.642822266
,41.198730469,40.435791016,29.754638672,36.621093750,45.013427734,16.784667969,74.005126953,7.629394531,35.858154297,-6.866455078,29.754638672,68.664550781,23.651123047,-12.207031250,-8.392333984,51.879882813
,38.909912109,45.776367188,25.939941406,34.332275391,45.013427734,12.969970703,72.479248047,7.629394531,37.384033203,-6.866455078,30.517578125,70.953369141,25.939941406,-14.495849609,-10.681152344,51.879882813
,36.621093750,50.354003906,21.362304688,31.280517578,44.250488281,9.155273438,69.427490234,7.629394531,39.672851563,-7.629394531,31.280517578,74.768066406,28.228759766,-16.021728516,-12.969970703,53.405761719
,35.858154297,52.642822266,17.547607422,29.754638672,44.250488281,6.103515625,66.375732422,9.155273438,44.250488281,-6.866455078,32.043457031,76.293945313,30.517578125,-15.258789063,-14.495849609,55.694580078
,35.095214844,51.879882813,15.258789063,28.228759766,45.013427734,2.288818359,62.561035156,9.918212891,49.591064453,-4.577636719,32.806396484,75.531005859,32.806396484,-12.969970703,-16.021728516,57.983398438
,35.095214844,51.116943359,13.732910156,25.939941406,42.724609375,-0.762939453,59.509277344,10.681152344,54.931640625,0.000000000,33.569335938,73.242187500,35.858154297,-12.207031250,-17.547607422,60.272216797
,35.095214844,50.354003906,12.207031250,25.939941406,40.435791016,-4.577636719,56.457519531,11.444091797,58.746337891,5.340576172,35.858154297,68.664550781,38.146972656,-9.155273438,-19.073486328,61.798095703
,35.858154297,48.828125000,11.444091797,24.414062500,37.384033203,-6.103515625,54.168701172,11.444091797,61.798095703,9.918212891,38.146972656,64.086914063,39.672851563,-7.629394531,-22.125244141,62.561035156
,35.858154297,48.065185547,9.918212891,22.125244141,33.569335938,-7.629394531,51.879882813,10.681152344,63.323974609,14.495849609,41.198730469,61.035156250,40.435791016,-5.340576172,-25.177001953,64.086914063
,35.095214844,46.539306641,8.392333984,21.362304688,31.280517578,-9.155273438,51.116943359,9.918212891,64.849853516,16.784667969,45.776367188,57.983398438,40.435791016,-1.525878906,-28.228759766,64.849853516
,33.569335938,45.013427734,9.155273438,19.073486328,29.754638672,-9.918212891,50.354003906,9.155273438,64.849853516,18.310546875,48.828125000,55.694580078,41.198730469,0.762939453,-30.517578125,65.612792969
,31.280517578,41.961669922,9.918212891,17.547607422,28.991699219,-12.207031250,49.591064453,9.155273438,64.086914063,19.073486328,50.354003906,54.931640625,42.724609375,3.051757813,-32.043457031,66.375732422
,28.991699219,39.672851563,10.681152344,16.021728516,28.991699219,-16.021728516,49.591064453,9.918212891,61.798095703,18.310546875,51.879882813,54.168701172,45.013427734,4.577636719,-32.806396484,67.138671875
,27.465820313,38.146972656,12.969970703,15.258789063,27.465820313,-18.310546875,48.065185547,12.207031250,60.272216797,17.547607422,53.405761719,53.405761719,48.828125000,4.577636719,-31.280517578,68.664550781
,25.939941406,35.858154297,13.732910156,14.495849609,26.702880859,-20.599365234,45.776367188,15.258789063,58.746337891,16.021728516,54.931640625,53.405761719,52.642822266,4.577636719,-28.991699219,71.716308594
,24.414062500,34.332275391,15.258789063,14.495849609,25.177001953,-22.125244141,42.724609375,17.547607422,58.746337891,15.258789063,57.220458984,51.116943359,56.457519531,4.577636719,-25.177001953,76.293945313
,22.888183594,33.569335938,16.784667969,15.258789063,22.888183594,-22.888183594,38.909912109,20.599365234,58.746337891,16.021728516,59.509277344,50.354003906,59.509277344,5.340576172,-20.599365234,81.634521484
,19.836425781,32.043457031,18.310546875,14.495849609,21.362304688,-24.414062500,36.621093750,22.125244141,60.272216797,16.784667969,60.272216797,48.065185547,62.561035156,7.629394531,-17.547607422,86.212158203
,16.784667969,30.517578125,19.836425781,14.495849609,19.836425781,-25.177001953,35.858154297,23.651123047,60.272216797,19.836425781,60.272216797,45.776367188,64.849853516,9.918212891,-13.732910156,90.026855469
,11.444091797,28.991699219,20.599365234,14.495849609,19.073486328,-25.177001953,35.858154297,25.177001953,58.746337891,22.125244141,60.272216797,43.487548828,66.375732422,14.495849609,-9.918212891,92.315673828
,6.866455078,27.465820313,19.836425781,14.495849609,17.547607422,-25.177001953,38.146972656,25.939941406,57.983398438,22.888183594,60.272216797,41.198730469,67.138671875,18.310546875,-5.340576172,93.078613281
,3.051757813,27.465820313,19.073486328,15.258789063,16.021728516,-24.414062500,38.909912109,27.465820313,54.931640625,23.651123047,60.272216797,39.672851563,68.664550781,20.599365234,-1.525878906,93.841552734
,0.000000000,28.228759766,16.784667969,17.547607422,14.495849609,-25.177001953,40.435791016,28.991699219,53.405761719,22.125244141,61.035156250,38.909912109,69.427490234,23.651123047,0.000000000,94.604492188
,-0.762939453,28.991699219,14.495849609,19.836425781,12.207031250,-25.939941406,43.487548828,30.517578125,52.642822266,20.599365234,61.035156250,38.146972656,71.716308594,25.177001953,0.000000000,95.367431641
,-2.288818359,28.228759766,12.207031250,23.651123047,9.918212891,-26.702880859,44.250488281,31.280517578,51.879882813,21.362304688,61.798095703,36.621093750,73.242187500,25.939941406,0.000000000,95.367431641
,-3.051757813,25.939941406,10.681152344,28.228759766,9.155273438,-26.702880859,45.013427734,32.043457031,52.642822266,24.414062500,63.323974609,34.332275391,73.242187500,28.991699219,0.000000000,93.841552734
,-3.051757813,22.125244141,9.918212891,31.280517578,7.629394531,-26.702880859,45.013427734,32.806396484,52.642822266,29.754638672,65.612792969,29.754638672,71.716308594,31.280517578,-0.762939453,93.078613281
,-3.814697266,18.310546875,9.155273438,33.569335938,6.866455078,-25.939941406,43.487548828,33.569335938,51.879882813,36.621093750,68.664550781,25.177001953,68.664550781,33.569335938,-2.288818359,93.078613281
,-3.051757813,15.258789063,9.155273438,34.332275391,4.577636719,-25.939941406,41.961669922,35.095214844,50.354003906,42.724609375,72.479248047,22.125244141,65.612792969,35.858154297,-3.814697266,95.367431641
,-3.051757813,13.732910156,9.918212891,32.806396484,2.288818359,-25.939941406,40.435791016,35.858154297,48.065185547,48.065185547,75.531005859,19.073486328,64.086914063,36.621093750,-3.051757813,98.419189453
