Test Name,M-max Lower Leg Ampl Lines
Test Item,Right Gastroc
Patient Name,"followup  s2718tdvg"
Patient ID,
Test Date,11/19/2019
Trace Label,"Tr 1 : 0 mA : 100 탎","Tr 2 : 0 mA : 100 탎","Tr 3 : 21 mA : 100 탎","Tr 4 : 73 mA : 100 탎","Tr 5 : 73 mA : 100 탎","Tr 6 : 100 mA : 100 탎","Tr 7 : 100 mA : 100 탎","Tr 8 : 100 mA : 100 탎","Tr 9 : 100 mA : 200 탎","Tr 10 : 100 mA : 300 탎","Tr 11 : 100 mA : 400 탎","Tr 12 : 100 mA : 550 탎","Tr 13 : 100 mA : 600 탎","Tr 14 : 100 mA : 600 탎"
,29.754638672,30.517578125,16.784667969,40.435791016,0.000000000,55.694580078,0.000000000,12.969970703,16.784667969,42.724609375,54.931640625,53.405761719,37.384033203,48.828125000
,31.280517578,28.991699219,18.310546875,38.909912109,1.525878906,54.931640625,0.000000000,15.258789063,18.310546875,43.487548828,54.931640625,53.405761719,37.384033203,48.828125000
,32.043457031,28.228759766,22.888183594,39.672851563,3.051757813,54.931640625,2.288818359,16.021728516,19.836425781,43.487548828,54.168701172,52.642822266,38.146972656,49.591064453
,32.806396484,27.465820313,25.939941406,38.146972656,5.340576172,54.931640625,3.814697266,16.784667969,21.362304688,44.250488281,54.168701172,51.116943359,38.146972656,50.354003906
,33.569335938,26.702880859,27.465820313,36.621093750,5.340576172,54.931640625,4.577636719,16.784667969,21.362304688,44.250488281,54.168701172,51.879882813,38.146972656,51.116943359
,32.806396484,25.939941406,28.228759766,36.621093750,4.577636719,54.168701172,3.051757813,16.021728516,21.362304688,45.013427734,54.168701172,51.116943359,38.909912109,52.642822266
,32.043457031,24.414062500,26.702880859,36.621093750,4.577636719,53.405761719,0.762939453,16.021728516,20.599365234,45.013427734,54.931640625,51.879882813,39.672851563,54.168701172
,30.517578125,23.651123047,25.939941406,37.384033203,3.814697266,51.879882813,-0.762939453,15.258789063,20.599365234,44.250488281,57.983398438,51.879882813,39.672851563,54.931640625
,29.754638672,22.888183594,26.702880859,38.909912109,3.814697266,51.116943359,-2.288818359,15.258789063,21.362304688,43.487548828,60.272216797,52.642822266,40.435791016,55.694580078
,29.754638672,21.362304688,28.228759766,39.672851563,3.814697266,51.116943359,-2.288818359,15.258789063,23.651123047,43.487548828,64.086914063,54.168701172,41.961669922,54.931640625
,30.517578125,21.362304688,29.754638672,40.435791016,3.051757813,51.879882813,-4.577636719,15.258789063,25.939941406,44.250488281,66.375732422,54.931640625,43.487548828,53.405761719
,30.517578125,21.362304688,28.991699219,41.198730469,1.525878906,52.642822266,-6.866455078,16.021728516,28.228759766,48.065185547,66.375732422,57.220458984,46.539306641,51.116943359
,29.754638672,20.599365234,26.702880859,41.198730469,1.525878906,51.879882813,-9.155273438,17.547607422,30.517578125,50.354003906,65.612792969,58.746337891,48.065185547,50.354003906
,28.991699219,20.599365234,23.651123047,41.961669922,1.525878906,50.354003906,-12.207031250,18.310546875,32.043457031,51.879882813,63.323974609,58.746337891,50.354003906,48.828125000
,28.991699219,19.836425781,20.599365234,41.198730469,1.525878906,48.065185547,-14.495849609,19.836425781,33.569335938,51.116943359,61.035156250,58.746337891,50.354003906,48.065185547
,29.754638672,19.073486328,19.836425781,40.435791016,3.814697266,47.302246094,-15.258789063,20.599365234,35.095214844,49.591064453,60.272216797,57.220458984,49.591064453,48.065185547
,31.280517578,19.073486328,19.073486328,38.909912109,5.340576172,46.539306641,-15.258789063,21.362304688,35.095214844,48.828125000,59.509277344,54.931640625,48.828125000,46.539306641
,32.806396484,17.547607422,19.836425781,35.858154297,6.103515625,47.302246094,-16.021728516,21.362304688,35.095214844,48.065185547,59.509277344,53.405761719,47.302246094,46.539306641
,33.569335938,17.547607422,21.362304688,35.858154297,8.392333984,47.302246094,-16.784667969,21.362304688,35.858154297,48.828125000,59.509277344,52.642822266,45.776367188,45.776367188
,33.569335938,16.021728516,22.125244141,35.095214844,10.681152344,45.776367188,-18.310546875,20.599365234,35.095214844,49.591064453,58.746337891,53.405761719,44.250488281,45.776367188
,33.569335938,16.021728516,23.651123047,35.095214844,11.444091797,44.250488281,-19.836425781,19.073486328,35.095214844,48.828125000,57.983398438,54.168701172,41.198730469,46.539306641
,33.569335938,16.784667969,25.177001953,36.621093750,12.969970703,41.961669922,-20.599365234,18.310546875,35.095214844,48.828125000,56.457519531,53.405761719,38.909912109,47.302246094
,33.569335938,16.021728516,24.414062500,36.621093750,12.969970703,40.435791016,-21.362304688,17.547607422,35.858154297,48.065185547,55.694580078,54.168701172,35.858154297,47.302246094
,34.332275391,17.547607422,25.177001953,36.621093750,12.207031250,38.909912109,-21.362304688,17.547607422,37.384033203,46.539306641,54.931640625,54.168701172,33.569335938,45.776367188
,35.095214844,19.073486328,25.939941406,37.384033203,12.207031250,38.146972656,-21.362304688,18.310546875,38.909912109,46.539306641,56.457519531,54.168701172,33.569335938,43.487548828
,35.095214844,19.073486328,25.939941406,38.909912109,12.207031250,36.621093750,-22.125244141,17.547607422,41.198730469,46.539306641,57.220458984,55.694580078,34.332275391,41.961669922
,35.095214844,19.836425781,26.702880859,39.672851563,12.969970703,35.095214844,-23.651123047,15.258789063,41.198730469,47.302246094,57.220458984,56.457519531,35.095214844,40.435791016
,33.569335938,19.073486328,26.702880859,40.435791016,12.969970703,32.806396484,-24.414062500,14.495849609,40.435791016,50.354003906,57.220458984,56.457519531,36.621093750,39.672851563
,32.043457031,17.547607422,27.465820313,39.672851563,12.207031250,31.280517578,-24.414062500,12.207031250,40.435791016,51.879882813,55.694580078,56.457519531,36.621093750,39.672851563
,31.280517578,17.547607422,27.465820313,38.146972656,10.681152344,29.754638672,-24.414062500,10.681152344,40.435791016,54.168701172,55.694580078,55.694580078,37.384033203,39.672851563
,31.280517578,18.310546875,27.465820313,37.384033203,9.155273438,29.754638672,-22.888183594,9.918212891,41.961669922,54.931640625,54.931640625,53.405761719,37.384033203,41.198730469
,30.517578125,19.073486328,26.702880859,37.384033203,9.155273438,31.280517578,-22.888183594,9.918212891,43.487548828,54.931640625,54.168701172,51.879882813,36.621093750,42.724609375
,30.517578125,21.362304688,25.939941406,38.146972656,9.918212891,32.043457031,-22.125244141,9.918212891,45.013427734,55.694580078,54.168701172,50.354003906,36.621093750,45.013427734
,30.517578125,22.888183594,25.939941406,37.384033203,12.207031250,32.806396484,-21.362304688,10.681152344,43.487548828,56.457519531,52.642822266,49.591064453,35.095214844,48.065185547
,30.517578125,23.651123047,27.465820313,37.384033203,14.495849609,32.806396484,-21.362304688,10.681152344,43.487548828,57.220458984,49.591064453,48.828125000,34.332275391,48.828125000
,31.280517578,23.651123047,28.991699219,36.621093750,16.021728516,32.806396484,-21.362304688,10.681152344,41.961669922,57.983398438,47.302246094,48.828125000,32.806396484,48.828125000
,33.569335938,24.414062500,31.280517578,34.332275391,16.021728516,33.569335938,-21.362304688,10.681152344,40.435791016,57.220458984,46.539306641,48.065185547,30.517578125,47.302246094
,35.095214844,24.414062500,33.569335938,35.095214844,16.021728516,34.332275391,-21.362304688,9.918212891,41.198730469,57.983398438,45.776367188,46.539306641,29.754638672,45.013427734
,36.621093750,24.414062500,33.569335938,35.095214844,16.021728516,34.332275391,-21.362304688,8.392333984,41.961669922,57.983398438,48.065185547,45.013427734,28.228759766,43.487548828
,35.858154297,23.651123047,33.569335938,35.858154297,14.495849609,35.095214844,-20.599365234,7.629394531,43.487548828,57.220458984,48.828125000,44.250488281,26.702880859,42.724609375
,35.095214844,21.362304688,32.043457031,38.909912109,15.258789063,33.569335938,-20.599365234,5.340576172,45.776367188,58.746337891,49.591064453,42.724609375,27.465820313,41.961669922
,33.569335938,18.310546875,30.517578125,40.435791016,14.495849609,32.806396484,-20.599365234,3.051757813,46.539306641,59.509277344,51.116943359,43.487548828,26.702880859,41.961669922
,32.043457031,16.784667969,29.754638672,41.198730469,13.732910156,32.806396484,-19.836425781,1.525878906,48.065185547,59.509277344,51.879882813,43.487548828,25.177001953,41.961669922
,32.806396484,16.784667969,28.991699219,41.961669922,14.495849609,32.043457031,-19.836425781,0.000000000,48.065185547,62.561035156,52.642822266,44.250488281,24.414062500,40.435791016
,34.332275391,17.547607422,28.991699219,41.198730469,14.495849609,32.806396484,-19.836425781,0.000000000,48.065185547,62.561035156,52.642822266,45.013427734,21.362304688,38.909912109
,35.858154297,19.836425781,28.228759766,41.961669922,16.021728516,33.569335938,-19.073486328,0.000000000,48.065185547,61.798095703,51.116943359,45.776367188,19.073486328,37.384033203
,36.621093750,21.362304688,26.702880859,42.724609375,18.310546875,34.332275391,-18.310546875,0.000000000,48.828125000,60.272216797,48.828125000,47.302246094,17.547607422,36.621093750
,35.858154297,22.125244141,26.702880859,42.724609375,19.836425781,35.858154297,-17.547607422,0.000000000,49.591064453,57.983398438,45.776367188,48.828125000,15.258789063,37.384033203
