Trace Data (킮),-4332.733154297,-8715.820312500,-2402.496337891,-2574.157714844,-1434.326171875,-2883.911132813,-1673.126220703,-1111.602783203,-2790.069580078,-1602.935791016,-3790.283203125,-1930.236816406,-1872.253417969,-1145.172119141,-1654.815673828,-3756.713867188,-1448.059082031,-1394.653320313
,-7772.827148438,-10045.623779297,-4329.681396484,-4130.554199219,-2613.067626953,-3613.281250000,-2391.052246094,-2020.263671875,-3368.377685547,-2708.435058594,-4273.223876953,-3015.136718750,-2999.114990234,-2114.868164063,-2742.004394531,-4354.858398438,-2617.645263672,-2521.514892578
,-11302.947998047,-10997.772216797,-6290.435791016,-5372.619628906,-3798.675537109,-4109.191894531,-2914.428710938,-2935.791015625,-3755.187988281,-3617.858886719,-4589.843750000,-3844.451904297,-3882.598876953,-3217.315673828,-3612.518310547,-4739.379882813,-3832.244873047,-3701.019287109
,-13781.738281250,-11167.144775391,-7646.942138672,-6179.809570313,-4608.154296875,-4279.327392578,-3228.759765625,-3553.771972656,-3791.809082031,-4207.611083984,-4451.751708984,-4355.621337891,-4434.204101563,-3971.099853516,-4157.257080078,-4685.974121094,-4650.115966797,-4479.980468750
,-15118.408203125,-9946.441650391,-8180.999755859,-6089.782714844,-4993.438720703,-3615.570068359,-2893.829345703,-3810.882568359,-3121.185302734,-4072.570800781,-3673.553466797,-4057.312011719,-4218.292236328,-4342.651367188,-3973.388671875,-3882.598876953,-5039.215087891,-4753.112792969
,-14218.902587891,-7559.204101563,-7273.864746094,-5001.831054688,-4460.144042969,-2420.806884766,-2115.631103516,-3292.083740234,-1995.086669922,-3261.566162109,-2416.229248047,-3041.839599609,-3241.729736328,-3717.803955078,-3135.681152344,-2556.610107422,-4478.454589844,-3997.039794922
,1583.862304688,743.865966797,751.495361328,180.053710938,713.348388672,614.929199219,-288.391113281,363.922119141,968.933105469,1047.515869141,856.018066406,695.037841797,537.109375000,749.969482422,1148.223876953,1543.426513672,858.306884766,1229.095458984
,1464.080810547,689.697265625,699.615478516,153.350830078,609.588623047,495.147705078,-370.025634766,270.080566406,877.380371094,968.170166016,778.961181641,610.351562500,468.444824219,682.067871094,1078.796386719,1457.214355469,747.680664063,1129.150390625
,1334.381103516,627.899169922,637.817382813,122.833251953,506.591796875,375.366210938,-449.371337891,180.816650391,788.116455078,891.113281250,704.956054688,527.954101563,409.698486328,617.980957031,1016.235351563,1367.950439453,639.343261719,1029.205322266
,1196.289062500,555.419921875,568.389892578,90.789794922,405.120849609,254.058837891,-526.428222656,93.841552734,699.615478516,814.819335938,633.239746094,448.608398438,362.396240234,558.471679688,956.726074219,1273.345947266,534.820556641,927.734375000
,1051.330566406,473.785400391,493.621826172,52.642822266,299.835205078,135.040283203,-603.485107422,9.918212891,609.588623047,742.340087891,565.338134766,373.840332031,324.249267578,504.302978516,897.216796875,1170.349121094,431.823730469,822.448730469
,903.320312500,387.573242188,411.987304688,9.155273438,187.683105469,18.310546875,-679.779052734,-71.716308594,518.798828125,671.386718750,498.962402344,299.072265625,292.205810547,452.423095703,833.129882813,1055.908203125,328.063964844,711.822509766
,751.495361328,298.309326172,324.249267578,-38.909912109,65.612792969,-99.182128906,-756.835937500,-154.876708984,424.194335938,601.959228516,430.297851563,223.541259766,260.925292969,401.306152344,763.702392578,926.971435547,218.200683594,594.329833984
,598.907470703,212.097167969,228.881835938,-94.604492188,-70.953369141,-222.778320313,-835.418701172,-241.088867188,324.249267578,531.768798828,353.240966797,145.721435547,226.593017578,343.322753906,687.408447266,778.961181641,96.130371094,469.970703125
,444.793701172,129.699707031,129.699707031,-153.350830078,-228.881835938,-358.581542969,-915.527343750,-331.115722656,217.437744141,458.526611328,266.265869141,61.798095703,186.157226563,274.658203125,602.722167969,609.588623047,-39.672851563,335.693359375
,288.391113281,52.642822266,28.991699219,-215.148925781,-408.935546875,-514.221191406,-995.635986328,-425.720214844,98.419189453,376.129150391,163.269042969,-26.702880859,135.803222656,193.786621094,507.354736328,418.090820313,-193.023681641,189.971923828
,130.462646484,-19.836425781,-67.901611328,-276.184082031,-611.877441406,-691.223144531,-1076.507568359,-526.428222656,-35.095214844,279.235839844,41.198730469,-125.122070313,71.716308594,100.708007813,396.728515625,198.364257813,-364.685058594,30.517578125
,-24.414062500,-87.738037109,-160.217285156,-335.693359375,-835.418701172,-894.927978516,-1157.379150391,-637.817382813,-189.208984375,165.557861328,-103.759765625,-235.748291016,-12.207031250,-4.577636719,268.554687500,-48.065185547,-553.131103516,-147.247314453
,-177.001953125,-149.536132813,-246.429443359,-392.150878906,-1074.981689453,-1125.335693359,-1239.776611328,-763.702392578,-366.973876953,31.280517578,-273.132324219,-362.396240234,-119.781494141,-126.647949219,115.966796875,-325.775146484,-756.835937500,-346.374511719
,-319.671630859,-202.178955078,-327.301025391,-442.504882813,-1327.514648438,-1379.394531250,-1323.699951172,-907.897949219,-571.441650391,-124.359130859,-463.867187500,-508.880615234,-252.532958984,-267.791748047,-61.798095703,-636.291503906,-975.036621094,-565.338134766
,-450.897216797,-244.140625000,-403.594970703,-489.044189453,-1591.491699219,-1654.052734375,-1408.386230469,-1071.166992188,-800.323486328,-300.598144531,-675.964355469,-679.016113281,-409.698486328,-431.823730469,-267.791748047,-977.325439453,-1203.918457031,-808.715820313
,-570.678710938,-274.658203125,-474.548339844,-531.768798828,-1865.386962891,-1943.969726563,-1492.309570313,-1252.746582031,-1054.382324219,-501.251220703,-905.609130859,-872.802734375,-588.226318359,-620.269775391,-501.251220703,-1349.639892578,-1445.007324219,-1073.455810547
,-677.490234375,-296.020507813,-540.161132813,-574.493408203,-2147.674560547,-2248.382568359,-1576.995849609,-1448.822021484,-1327.514648438,-730.895996094,-1152.038574219,-1087.188720703,-785.827636719,-830.841064453,-760.650634766,-1749.420166016,-1699.829101563,-1361.846923828
,-775.146484375,-309.753417969,-599.670410156,-621.032714844,-2437.591552734,-2563.476562500,-1663.208007813,-1657.104492188,-1615.142822266,-985.717773438,-1414.489746094,-1316.833496094,-1000.213623047,-1062.774658203,-1043.701171875,-2168.273925781,-1969.146728516,-1674.652099609
,-865.173339844,-318.908691406,-651.550292969,-673.675537109,-2732.849121094,-2889.251708984,-1748.657226563,-1876.831054688,-1914.978027344,-1265.716552734,-1687.622070313,-1558.685302734,-1228.332519531,-1314.544677734,-1348.114013672,-2599.334716797,-2253.723144531,-2008.056640625
,-948.333740234,-324.249267578,-695.037841797,-732.421875000,-3033.447265625,-3224.945068359,-1834.869384766,-2107.238769531,-2222.442626953,-1565.551757813,-1970.672607422,-1806.640625000,-1470.184326172,-1581.573486328,-1669.311523438,-3031.158447266,-2553.558349609,-2358.245849609
,-1023.864746094,-326.538085938,-727.081298828,-795.745849609,-3337.860107422,-3563.690185547,-1918.029785156,-2347.564697266,-2533.721923828,-1879.882812500,-2258.300781250,-2057.647705078,-1721.954345703,-1862.335205078,-2005.004882813,-3454.589843750,-2860.260009766,-2719.879150391
,-1092.529296875,-331.115722656,-747.680664063,-858.306884766,-3643.798828125,-3902.435302734,-1999.664306641,-2597.808837891,-2848.052978516,-2204.895019531,-2546.691894531,-2313.232421875,-1979.827880859,-2150.726318359,-2352.905273438,-3860.473632813,-3169.250488281,-3083.801269531
,-1155.853271484,-334.930419922,-756.072998047,-917.816162109,-3942.871093750,-4234.313964844,-2078.247070313,-2851.104736328,-3160.858154297,-2538.299560547,-2833.557128906,-2573.394775391,-2242.279052734,-2441.406250000,-2712.249755859,-4245.758056641,-3473.663330078,-3443.908691406
,-1215.362548828,-339.508056641,-753.784179688,-973.510742188,-4226.684570313,-4550.933837891,-2156.829833984,-3107.452392578,-3472.137451172,-2873.992919922,-3116.607666016,-2841.186523438,-2507.781982422,-2729.797363281,-3080.749511719,-4610.443115234,-3767.395019531,-3793.334960938
,-1274.108886719,-345.611572266,-743.865966797,-1024.627685547,-4489.898681641,-4849.243164063,-2236.938476563,-3363.037109375,-3779.602050781,-3207.397460938,-3394.317626953,-3116.607666016,-2775.573730469,-3012.847900391,-3456.115722656,-4956.054687500,-4051.208496094,-4125.976562500
,-1333.618164063,-350.952148438,-728.607177734,-1072.692871094,-4724.884033203,-5123.138427734,-2317.810058594,-3614.807128906,-4079.437255859,-3533.935546875,-3664.398193359,-3393.554687500,-3044.891357422,-3291.320800781,-3832.244873047,-5284.881591797,-4326.629638672,-4439.544677734
,-1393.127441406,-357.055664063,-711.822509766,-1116.943359375,-4933.166503906,-5369.567871094,-2400.970458984,-3861.236572266,-4370.880126953,-3848.266601563,-3926.086425781,-3668.212890625,-3311.157226563,-3565.216064453,-4203.033447266,-5596.160888672,-4589.843750000,-4732.513427734
,-1450.347900391,-363.159179688,-694.274902344,-1156.616210938,-5111.694335938,-5591.583251953,-2483.367919922,-4097.747802734,-4648.590087891,-4147.338867188,-4175.567626953,-3934.478759766,-3570.556640625,-3833.770751953,-4562.377929688,-5889.129638672,-4838.562011719,-5006.408691406
,-1506.042480469,-366.973876953,-676.727294922,-1191.711425781,-5261.993408203,-5790.710449219,-2561.950683594,-4318.237304688,-4911.804199219,-4428.100585938,-4410.552978516,-4186.248779297,-3815.460205078,-4093.933105469,-4902.648925781,-6161.499023438,-5074.310302734,-5261.993408203
,-1557.922363281,-368.499755859,-659.179687500,-1221.466064453,-5385.589599609,-5969.238281250,-2637.481689453,-4520.416259766,-5156.707763672,-4687.500000000,-4627.990722656,-4421.234130859,-4039.764404297,-4339.599609375,-5220.031738281,-6414.794921875,-5291.748046875,-5500.793457031
,-1609.039306641,-368.499755859,-640.869140625,-1245.880126953,-5485.534667969,-6130.981445313,-2708.435058594,-4703.521728516,-5382.537841797,-4924.774169922,-4826.354980469,-4638.671875000,-4238.128662109,-4564.666748047,-5506.896972656,-6648.254394531,-5495.452880859,-5721.282958984
,-1661.682128906,-364.685058594,-621.032714844,-1263.427734375,-5564.117431641,-6276.702880859,-2772.521972656,-4867.553710938,-5586.242675781,-5136.871337891,-5004.882812500,-4834.747314453,-4408.264160156,-4764.556884766,-5759.429931641,-6858.825683594,-5682.373046875,-5922.698974609
,-1715.087890625,-358.581542969,-599.670410156,-1271.820068359,-5619.049072266,-6402.587890625,-2831.268310547,-5014.038085938,-5765.533447266,-5324.554443359,-5160.522460938,-5010.986328125,-4550.933837891,-4937.744140625,-5979.156494141,-7044.982910156,-5847.930908203,-6103.515625000
,-1771.545410156,-350.952148438,-576.782226563,-1267.242431641,-5651.092529297,-6507.873535156,-2881.622314453,-5141.448974609,-5921.936035156,-5487.823486328,-5289.459228516,-5164.337158203,-4666.137695313,-5084.991455078,-6163.787841797,-7204.437255859,-5989.837646484,-6259.918212891
,-1828.765869141,-342.559814453,-554.656982422,-1253.509521484,-5661.010742188,-6588.745117188,-2922.058105469,-5252.075195313,-6053.924560547,-5623.626708984,-5390.930175781,-5293.273925781,-4752.349853516,-5210.876464844,-6317.138671875,-7336.425781250,-6107.330322266,-6391.143798828
,-1885.986328125,-337.219238281,-533.294677734,-1229.095458984,-5654.144287109,-6647.491455078,-2954.864501953,-5344.390869141,-6161.499023438,-5732.727050781,-5461.120605469,-5395.507812500,-4809.570312500,-5314.636230469,-6439.208984375,-7442.474365234,-6200.408935547,-6497.955322266
,-1941.680908203,-335.693359375,-514.221191406,-1198.577880859,-5635.070800781,-6683.349609375,-2980.041503906,-5419.158935547,-6246.948242188,-5814.361572266,-5503.845214844,-5471.801757813,-4839.324951172,-5398.559570313,-6536.102294922,-7526.397705078,-6272.888183594,-6578.826904297
,-1995.849609375,-337.982177734,-498.962402344,-1166.534423828,-5605.316162109,-6699.371337891,-2999.877929688,-5478.668212891,-6311.035156250,-5867.767333984,-5519.104003906,-5522.918701172,-4840.850830078,-5457.305908203,-6610.107421875,-7588.958740234,-6327.056884766,-6634.521484375
,-2050.781250000,-344.085693359,-484.466552734,-1133.728027344,-5566.406250000,-6700.134277344,-3014.373779297,-5522.918701172,-6355.285644531,-5897.521972656,-5510.711669922,-5554.962158203,-4819.488525391,-5486.297607422,-6661.224365234,-7630.157470703,-6362.915039063,-6668.090820313
,-2104.949951172,-350.189208984,-473.785400391,-1102.447509766,-5518.341064453,-6684.112548828,-3025.054931641,-5554.962158203,-6382.751464844,-5905.151367188,-5480.957031250,-5573.272705078,-4776.000976563,-5484.771728516,-6692.504882813,-7652.282714844,-6379.699707031,-6677.246093750
,-2160.644531250,-357.818603516,-463.867187500,-1072.692871094,-5461.883544922,-6655.120849609,-3032.684326172,-5574.798583984,-6395.721435547,-5895.233154297,-5433.654785156,-5580.139160156,-4716.491699219,-5455.017089844,-6702.423095703,-7656.097412109,-6378.936767578,-6665.802001953
,-2220.153808594,-366.973876953,-456.237792969,-1042.938232422,-5398.559570313,-6613.922119141,-3035.736083984,-5583.953857422,-6391.906738281,-5871.582031250,-5370.330810547,-5576.324462891,-4643.249511719,-5403.900146484,-6692.504882813,-7644.653320313,-6361.389160156,-6636.810302734
,-2280.426025391,-378.417968750,-450.897216797,-1015.472412109,-5329.895019531,-6562.042236328,-3040.313720703,-5582.427978516,-6375.885009766,-5834.960937500,-5297.088623047,-5562.591552734,-4561.614990234,-5339.050292969,-6668.853759766,-7619.476318359,-6331.634521484,-6589.508056641
,-2343.750000000,-392.913818359,-446.319580078,-991.821289063,-5256.652832031,-6504.058837891,-3047.180175781,-5571.746826172,-6346.130371094,-5788.421630859,-5216.217041016,-5538.177490234,-4474.639892578,-5266.571044922,-6632.232666016,-7584.381103516,-6291.198730469,-6533.050537109
,-2411.651611328,-408.935546875,-443.267822266,-972.747802734,-5178.833007813,-6443.023681641,-3054.809570313,-5550.384521484,-6304.931640625,-5735.015869141,-5133.056640625,-5505.371093750,-4386.901855469,-5190.277099609,-6587.982177734,-7536.315917969,-6242.370605469,-6467.437744141
,-2481.079101563,-427.246093750,-440.216064453,-959.777832031,-5099.487304688,-6380.462646484,-3063.964843750,-5519.866943359,-6253.814697266,-5675.506591797,-5048.370361328,-5464.935302734,-4297.637939453,-5111.694335938,-6536.865234375,-7476.806640625,-6185.913085938,-6396.484375000
,-2549.743652344,-446.319580078,-437.927246094,-953.674316406,-5018.615722656,-6320.190429688,-3070.831298828,-5483.245849609,-6193.542480469,-5612.945556641,-4963.684082031,-5417.633056641,-4206.848144531,-5032.348632813,-6478.881835938,-7406.616210938,-6122.589111328,-6320.953369141
,-2614.593505859,-466.918945313,-437.927246094,-953.674316406,-4938.507080078,-6259.918212891,-3073.120117188,-5441.284179688,-6122.589111328,-5547.332763672,-4877.471923828,-5364.227294922,-4114.532470703,-4952.239990234,-6414.031982422,-7329.559326172,-6051.635742188,-6238.555908203
,-2669.525146484,-488.281250000,-440.216064453,-956.726074219,-4859.924316406,-6198.883056641,-3071.594238281,-5395.507812500,-6046.295166016,-5476.379394531,-4790.496826172,-5302.429199219,-4020.690917969,-4871.368408203,-6343.078613281,-7247.924804688,-5975.341796875,-6151.580810547
,-2714.538574219,-510.406494141,-447.845458984,-962.829589844,-4780.578613281,-6137.084960938,-3064.727783203,-5351.257324219,-5966.949462891,-5401.611328125,-4703.521728516,-5233.001708984,-3927.612304688,-4788.970947266,-6268.310546875,-7166.290283203,-5895.996093750,-6062.316894531
,-2750.396728516,-531.005859375,-459.289550781,-971.221923828,-4702.758789063,-6072.998046875,-3054.809570313,-5307.006835938,-5887.603759766,-5321.502685547,-4618.835449219,-5158.996582031,-3837.585449219,-4706.573486328,-6192.016601563,-7086.181640625,-5817.413330078,-5975.341796875
,-2775.573730469,-547.790527344,-474.548339844,-981.140136719,-4624.176025391,-6008.911132813,-3040.313720703,-5265.045166016,-5810.546875000,-5240.631103516,-4537.963867188,-5080.413818359,-3750.610351563,-4626.464843750,-6120.300292969,-7006.072998047,-5741.882324219,-5892.944335938
,-2791.595458984,-561.523437500,-492.858886719,-992.584228516,-4547.119140625,-5944.824218750,-3022.003173828,-5223.846435547,-5736.541748047,-5162.811279297,-4462.432861328,-5001.831054688,-3668.212890625,-4549.407958984,-6053.924560547,-6926.727294922,-5668.640136719,-5817.413330078
,-2796.936035156,-568.389892578,-512.695312500,-1005.554199219,-4473.114013672,-5880.737304688,-2999.877929688,-5181.884765625,-5664.062500000,-5088.806152344,-4391.479492188,-4926.300048828,-3591.156005859,-4477.691650391,-5992.889404297,-6845.092773438,-5599.212646484,-5744.934082031
,-2792.358398438,-572.204589844,-531.005859375,-1018.524169922,-4401.397705078,-5815.887451172,-2974.700927734,-5139.160156250,-5593.872070313,-5023.193359375,-4324.340820313,-4852.294921875,-3517.913818359,-4410.552978516,-5935.668945313,-6759.643554688,-5531.311035156,-5675.506591797
,-2778.625488281,-572.967529297,-547.790527344,-1031.494140625,-4332.733154297,-5747.985839844,-2947.998046875,-5095.672607422,-5523.681640625,-4963.684082031,-4259.490966797,-4781.341552734,-3448.486328125,-4344.940185547,-5880.737304688,-6669.616699219,-5464.935302734,-5606.842041016
,-2756.500244141,-571.441650391,-560.760498047,-1041.412353516,-4265.594482422,-5676.269531250,-2920.532226563,-5049.896240234,-5452.728271484,-4906.463623047,-4193.878173828,-4714.202880859,-3382.873535156,-4280.090332031,-5824.279785156,-6577.301025391,-5396.270751953,-5536.651611328
,-2725.219726563,-568.389892578,-571.441650391,-1049.041748047,-4196.166992188,-5600.738525391,-2890.777587891,-5001.831054688,-5380.249023438,-4850.769042969,-4125.976562500,-4648.590087891,-3318.786621094,-4213.714599609,-5767.059326172,-6482.696533203,-5326.080322266,-5464.935302734
,-2686.309814453,-563.049316406,-579.833984375,-1052.856445313,-4125.976562500,-5520.629882813,-2861.022949219,-4953.765869141,-5305.480957031,-4791.259765625,-4055.023193359,-4584.503173828,-3254.699707031,-4143.524169922,-5706.024169922,-6386.566162109,-5252.838134766,-5390.167236328
,-2640.533447266,-555.419921875,-585.937500000,-1052.856445313,-4058.837890625,-5437.469482422,-2829.742431641,-4903.411865234,-5226.898193359,-4726.409912109,-3981.781005859,-4520.416259766,-3190.612792969,-4072.570800781,-5641.174316406,-6287.384033203,-5175.781250000,-5311.584472656
,-2587.890625000,-543.975830078,-589.752197266,-1049.041748047,-3991.699218750,-5350.494384766,-2796.173095703,-4850.769042969,-5146.789550781,-4658.508300781,-3908.538818359,-4455.566406250,-3125.762939453,-4000.854492188,-5573.272705078,-6184.387207031,-5096.435546875,-5232.238769531
,-2531.433105469,-530.242919922,-590.515136719,-1042.938232422,-3926.849365234,-5261.230468750,-2762.603759766,-4795.837402344,-5065.917968750,-4587.554931641,-3837.585449219,-4389.953613281,-3062.438964844,-3928.375244141,-5502.319335938,-6076.812744141,-5014.038085938,-5150.604248047
,-2468.109130859,-516.510009766,-587.463378906,-1036.834716797,-3861.999511719,-5169.677734375,-2725.982666016,-4736.328125000,-4986.572265625,-4515.075683594,-3768.920898438,-4322.814941406,-3002.929687500,-3855.133056641,-5428.314208984,-5965.423583984,-4929.351806641,-5065.155029297
,-2400.207519531,-503.540039063,-580.596923828,-1030.731201172,-3795.623779297,-5076.599121094,-2689.361572266,-4671.478271484,-4907.226562500,-4442.596435547,-3701.019287109,-4254.150390625,-2946.472167969,-3780.364990234,-5350.494384766,-5851.745605469,-4843.139648438,-4978.179931641
,-2325.439453125,-489.807128906,-569.152832031,-1025.390625000,-3728.485107422,-4982.757568359,-2653.503417969,-4605.102539063,-4827.880859375,-4369.354248047,-3634.643554688,-4181.671142578,-2893.829345703,-3704.833984375,-5268.096923828,-5737.304687500,-4756.164550781,-4886.627197266
,-2248.382568359,-475.311279297,-557.708740234,-1020.050048828,-3662.109375000,-4888.916015625,-2619.171142578,-4537.200927734,-4745.483398438,-4294.586181641,-3566.741943359,-4106.140136719,-2841.949462891,-3630.828857422,-5181.121826172,-5622.863769531,-4668.426513672,-4792.785644531
,-2172.851562500,-457.763671875,-546.264648438,-1015.472412109,-3598.022460938,-4796.600341797,-2587.127685547,-4470.062255859,-4661.560058594,-4218.292236328,-3498.840332031,-4026.031494141,-2790.832519531,-3559.875488281,-5091.094970703,-5509.948730469,-4582.214355469,-4698.944091797
,-2101.135253906,-437.164306641,-534.057617188,-1009.368896484,-3535.461425781,-4705.810546875,-2556.610107422,-4402.923583984,-4576.110839844,-4140.472412109,-3432.464599609,-3945.159912109,-2739.715576172,-3491.973876953,-4999.542236328,-5400.085449219,-4498.291015625,-4605.865478516
,-2035.522460938,-415.802001953,-521.850585938,-1002.502441406,-3475.189208984,-4615.020751953,-2526.855468750,-4336.547851563,-4492.950439453,-4064.178466797,-3369.140625000,-3865.814208984,-2689.361572266,-3427.124023438,-4907.226562500,-5294.799804688,-4416.656494141,-4517.364501953
,-1976.013183594,-394.439697266,-508.117675781,-994.873046875,-3417.205810547,-4527.282714844,-2499.389648438,-4268.646240234,-4415.130615234,-3988.647460938,-3310.394287109,-3788.757324219,-2641.296386719,-3365.325927734,-4816.436767578,-5196.380615234,-4338.836669922,-4431.915283203
,-1920.318603516,-374.603271484,-493.621826172,-985.717773438,-3358.459472656,-4441.833496094,-2471.923828125,-4201.507568359,-4341.125488281,-3916.168212891,-3254.699707031,-3714.752197266,-2596.282958984,-3304.290771484,-4727.935791016,-5104.064941406,-4263.305664063,-4349.517822266
,-1865.386962891,-356.292724609,-478.363037109,-974.273681641,-3302.001953125,-4358.673095703,-2445.220947266,-4134.368896484,-4270.935058594,-3847.503662109,-3201.293945313,-3643.798828125,-2555.084228516,-3247.070312500,-4640.197753906,-5017.852783203,-4190.826416016,-4270.172119141
,-1808.166503906,-340.270996094,-462.341308594,-961.303710938,-3247.070312500,-4280.853271484,-2420.043945313,-4068.756103516,-4202.270507813,-3781.127929688,-3147.888183594,-3575.134277344,-2516.174316406,-3192.901611328,-4554.748535156,-4937.744140625,-4122.924804688,-4193.878173828
,-1750.183105469,-325.775146484,-447.082519531,-945.281982422,-3192.138671875,-4203.796386719,-2394.104003906,-4004.669189453,-4133.605957031,-3717.803955078,-3097.534179688,-3509.521484375,-2478.027343750,-3143.310546875,-4470.825195313,-4864.501953125,-4058.837890625,-4121.398925781
,-1688.385009766,-314.331054688,-432.586669922,-926.208496094,-3137.207031250,-4131.317138672,-2367.401123047,-3942.871093750,-4064.941406250,-3657.531738281,-3049.468994141,-3446.197509766,-2439.880371094,-3097.534179688,-4391.479492188,-4797.363281250,-4001.617431641,-4055.023193359
,-1625.823974609,-305.938720703,-421.142578125,-906.372070313,-3082.275390625,-4060.363769531,-2341.461181641,-3884.124755859,-3996.276855469,-3599.548339844,-3006.744384766,-3385.925292969,-2402.496337891,-3056.335449219,-4315.948486328,-4736.328125000,-3949.737548828,-3996.276855469
,-1560.974121094,-298.309326172,-412.750244141,-886.535644531,-3026.580810547,-3993.225097656,-2313.995361328,-3826.904296875,-3929.901123047,-3544.616699219,-2968.597412109,-3328.704833984,-2365.875244141,-3018.951416016,-4245.758056641,-4682.159423828,-3902.435302734,-3942.108154297
,-1490.020751953,-292.205810547,-405.883789063,-865.936279297,-2973.175048828,-3932.189941406,-2288.818359375,-3770.446777344,-3865.051269531,-3492.736816406,-2934.265136719,-3273.773193359,-2330.017089844,-2985.382080078,-4182.434082031,-4631.805419922,-3859.710693359,-3891.754150391
,-1412.200927734,-286.102294922,-402.832031250,-846.099853516,-2925.109863281,-3877.258300781,-2263.641357422,-3714.752197266,-3802.490234375,-3440.856933594,-2902.221679688,-3221.130371094,-2295.684814453,-2955.627441406,-4124.450683594,-4587.554931641,-3820.800781250,-3845.977783203
,-1326.751708984,-276.947021484,-399.780273438,-827.026367188,-2881.622314453,-3827.667236328,-2239.227294922,-3661.346435547,-3743.743896484,-3392.028808594,-2871.704101563,-3170.776367188,-2263.641357422,-2928.161621094,-4071.044921875,-4546.356201172,-3784.942626953,-3802.490234375
,-1234.436035156,-265.502929688,-395.965576172,-807.189941406,-2843.475341797,-3784.179687500,-2214.813232422,-3610.229492188,-3687.286376953,-3347.015380859,-2842.712402344,-3120.422363281,-2232.360839844,-2902.221679688,-4024.505615234,-4506.683349609,-3751.373291016,-3762.054443359
,-1139.831542969,-253.295898438,-392.913818359,-789.642333984,-2809.906005859,-3739.929199219,-2191.925048828,-3563.690185547,-3634.643554688,-3305.816650391,-2815.246582031,-3071.594238281,-2203.369140625,-2877.807617188,-3981.781005859,-4469.299316406,-3718.566894531,-3724.670410156
,-1044.464111328,-238.037109375,-388.336181641,-773.620605469,-2776.336669922,-3696.441650391,-2169.799804688,-3521.728515625,-3587.341308594,-3270.721435547,-2788.543701172,-3023.529052734,-2176.666259766,-2854.156494141,-3942.108154297,-4431.915283203,-3687.286376953,-3687.286376953
,-951.385498047,-222.015380859,-382.995605469,-758.361816406,-2741.241455078,-3651.428222656,-2149.963378906,-3483.581542969,-3541.564941406,-3240.966796875,-2760.314941406,-2977.752685547,-2149.200439453,-2831.268310547,-3907.012939453,-4392.242431641,-3656.005859375,-3648.376464844
,-860.595703125,-205.230712891,-375.366210938,-743.103027344,-2706.909179688,-3603.363037109,-2130.889892578,-3450.775146484,-3498.077392578,-3215.026855469,-2729.797363281,-2935.791015625,-2123.260498047,-2809.906005859,-3872.680664063,-4350.280761719,-3623.199462891,-3608.703613281
,-771.331787109,-185.394287109,-365.447998047,-729.370117188,-2671.051025391,-3554.534912109,-2112.579345703,-3421.020507813,-3454.589843750,-3189.849853516,-2696.228027344,-2896.881103516,-2095.794677734,-2787.017822266,-3838.348388672,-4306.793212891,-3588.104248047,-3565.979003906
,-683.593750000,-164.031982422,-352.478027344,-713.348388672,-2634.429931641,-3503.417968750,-2092.742919922,-3391.265869141,-3411.865234375,-3166.198730469,-2658.843994141,-2861.022949219,-2066.040039063,-2761.840820313,-3803.253173828,-4259.490966797,-3549.957275391,-3520.202636719
,-595.855712891,-140.380859375,-337.219238281,-695.800781250,-2597.808837891,-3450.012207031,-2073.669433594,-3359.222412109,-3369.903564453,-3141.021728516,-2617.645263672,-2828.979492188,-2033.996582031,-2735.137939453,-3765.106201172,-4209.899902344,-3507.232666016,-3473.663330078
,-506.591796875,-115.966796875,-319.671630859,-678.253173828,-2558.135986328,-3396.606445313,-2053.833007813,-3325.653076172,-3327.941894531,-3113.555908203,-2573.394775391,-2799.987792969,-2000.427246094,-2703.857421875,-3723.907470703,-4158.020019531,-3461.456298828,-3424.072265625
,-417.327880859,-90.789794922,-299.835205078,-656.890869141,-2515.411376953,-3344.726562500,-2032.470703125,-3289.794921875,-3285.980224609,-3083.038330078,-2525.329589844,-2773.284912109,-1963.043212891,-2668.762207031,-3678.894042969,-4102.325439453,-3411.865234375,-3372.192382813
,-328.063964844,-61.798095703,-278.472900391,-634.765625000,-2471.160888672,-3292.846679688,-2010.345458984,-3252.410888672,-3242.492675781,-3046.417236328,-2476.501464844,-2746.582031250,-1924.133300781,-2629.089355469,-3627.777099609,-4043.579101563,-3359.985351563,-3318.786621094
,-238.800048828,-30.517578125,-256.347656250,-610.351562500,-2425.384521484,-3243.255615234,-1985.168457031,-3214.263916016,-3198.242187500,-3002.929687500,-2426.910400391,-2716.827392578,-1885.223388672,-2585.601806641,-3572.082519531,-3982.543945313,-3305.816650391,-3263.092041016
,-151.062011719,3.051757813,-231.933593750,-582.885742188,-2378.845214844,-3193.664550781,-1956.939697266,-3172.302246094,-3152.465820313,-2955.627441406,-2378.082275391,-2683.258056641,-1845.550537109,-2542.877197266,-3512.573242188,-3920.745849609,-3252.410888672,-3206.634521484
,-65.612792969,38.909912109,-205.993652344,-553.131103516,-2333.831787109,-3141.021728516,-1927.185058594,-3128.814697266,-3106.689453125,-2906.799316406,-2333.831787109,-2645.874023438,-1805.877685547,-2500.915527344,-3451.538085938,-3859.710693359,-3198.242187500,-3151.702880859
