Trace Label,"Tr 1 : 100 mA","Tr 2 : 84 mA","Tr 3 : 28 mA","Tr 4 : 28 mA","Tr 5 : 41 mA","Tr 6 : 43 mA","Tr 7 : 45 mA","Tr 8 : 47 mA","Tr 9 : 48 mA","Tr 10 : 49 mA","Tr 11 : 51 mA","Tr 12 : 53 mA","Tr 13 : 55 mA","Tr 14 : 57 mA","Tr 15 : 58 mA","Tr 16 : 59 mA","Tr 17 : 60 mA","Tr 18 : 61 mA","Tr 19 : 62 mA","Tr 20 : 63 mA","Tr 21 : 66 mA","Tr 22 : 68 mA","Tr 23 : 48 mA","Tr 24 : 46 mA","Tr 25 : 43 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),13236.999511719,11931.610107422,4713.439941406,17989.349365234,11761.474609375,10137.939453125,16707.611083984,11557.769775391,6657.409667969,4438.781738281,8395.385742188,4326.629638672,4286.956787109,8673.095703125,6317.901611328,19699.096679688,4489.898681641,11423.492431641,11602.783203125,21828.460693359,17647.552490234,12136.077880859,8630.371093750,11967.468261719,17997.741699219
,-295.257568359,-199.890136719,-52.642822266,25.939941406,-0.762939453,-37.384033203,-9.918212891,-40.435791016,-26.702880859,-47.302246094,-48.828125000,-55.694580078,-83.923339844,-33.569335938,-40.435791016,-54.931640625,-57.220458984,-78.582763672,-60.272216797,-61.798095703,-64.849853516,-93.841552734,-19.836425781,-0.762939453,1.525878906
,-297.546386719,-203.704833984,-51.116943359,25.177001953,-2.288818359,-40.435791016,-12.207031250,-41.198730469,-27.465820313,-49.591064453,-51.116943359,-58.746337891,-86.975097656,-35.095214844,-43.487548828,-58.746337891,-60.272216797,-81.634521484,-64.086914063,-66.375732422,-66.375732422,-96.893310547,-23.651123047,-3.051757813,0.000000000
,-299.072265625,-207.519531250,-48.065185547,25.177001953,-3.814697266,-42.724609375,-14.495849609,-41.961669922,-28.991699219,-51.879882813,-53.405761719,-61.035156250,-89.263916016,-38.146972656,-46.539306641,-61.798095703,-64.086914063,-82.397460938,-67.901611328,-70.190429688,-69.427490234,-99.182128906,-25.939941406,-3.814697266,-2.288818359
,-299.835205078,-209.808349609,-45.776367188,25.177001953,-4.577636719,-45.013427734,-17.547607422,-44.250488281,-30.517578125,-53.405761719,-55.694580078,-63.323974609,-90.789794922,-41.961669922,-49.591064453,-64.086914063,-67.138671875,-83.160400391,-70.190429688,-71.716308594,-72.479248047,-100.708007813,-26.702880859,-4.577636719,-2.288818359
,-299.835205078,-212.097167969,-41.961669922,25.177001953,-5.340576172,-46.539306641,-20.599365234,-45.776367188,-33.569335938,-54.931640625,-58.746337891,-66.375732422,-93.078613281,-46.539306641,-52.642822266,-66.375732422,-70.953369141,-83.160400391,-72.479248047,-72.479248047,-74.768066406,-102.233886719,-28.228759766,-6.103515625,-3.051757813
,-299.835205078,-212.097167969,-37.384033203,25.939941406,-6.866455078,-47.302246094,-23.651123047,-47.302246094,-37.384033203,-55.694580078,-60.272216797,-67.901611328,-95.367431641,-50.354003906,-55.694580078,-68.664550781,-72.479248047,-84.686279297,-74.005126953,-72.479248047,-77.819824219,-104.522705078,-30.517578125,-8.392333984,-3.814697266
,-301.361083984,-212.097167969,-32.043457031,26.702880859,-9.155273438,-49.591064453,-25.939941406,-48.065185547,-38.909912109,-56.457519531,-61.035156250,-67.901611328,-96.130371094,-53.405761719,-57.983398438,-70.190429688,-73.242187500,-86.212158203,-75.531005859,-74.005126953,-80.108642578,-107.574462891,-33.569335938,-9.918212891,-5.340576172
,-302.886962891,-214.385986328,-26.702880859,26.702880859,-10.681152344,-51.879882813,-27.465820313,-48.828125000,-39.672851563,-57.220458984,-61.035156250,-69.427490234,-98.419189453,-56.457519531,-61.035156250,-72.479248047,-74.005126953,-87.738037109,-78.582763672,-77.056884766,-83.923339844,-110.626220703,-36.621093750,-11.444091797,-6.866455078
,-303.649902344,-216.674804688,-22.125244141,26.702880859,-12.969970703,-53.405761719,-28.228759766,-49.591064453,-41.198730469,-58.746337891,-61.798095703,-71.716308594,-101.470947266,-60.272216797,-63.323974609,-74.005126953,-75.531005859,-89.263916016,-80.871582031,-79.345703125,-86.975097656,-113.677978516,-38.909912109,-12.207031250,-7.629394531
,-304.412841797,-219.726562500,-18.310546875,27.465820313,-13.732910156,-54.931640625,-28.991699219,-51.879882813,-41.961669922,-59.509277344,-63.323974609,-73.242187500,-104.522705078,-63.323974609,-64.849853516,-75.531005859,-77.056884766,-90.789794922,-83.923339844,-82.397460938,-90.026855469,-115.966796875,-41.198730469,-12.207031250,-6.866455078
,-303.649902344,-222.015380859,-14.495849609,27.465820313,-13.732910156,-54.168701172,-29.754638672,-53.405761719,-43.487548828,-61.035156250,-64.849853516,-74.768066406,-107.574462891,-65.612792969,-67.138671875,-77.056884766,-79.345703125,-91.552734375,-86.975097656,-84.686279297,-92.315673828,-118.255615234,-42.724609375,-13.732910156,-5.340576172
,-302.124023438,-222.015380859,-12.207031250,28.228759766,-13.732910156,-54.168701172,-30.517578125,-54.168701172,-45.776367188,-61.798095703,-67.901611328,-76.293945313,-109.863281250,-68.664550781,-70.190429688,-80.108642578,-81.634521484,-93.841552734,-89.263916016,-86.212158203,-93.841552734,-121.307373047,-44.250488281,-15.258789063,-3.814697266
,-302.124023438,-221.252441406,-8.392333984,28.228759766,-14.495849609,-54.931640625,-32.806396484,-55.694580078,-46.539306641,-63.323974609,-68.664550781,-75.531005859,-111.389160156,-70.190429688,-72.479248047,-83.160400391,-82.397460938,-95.367431641,-91.552734375,-87.738037109,-95.367431641,-125.122070313,-45.013427734,-17.547607422,-3.051757813
,-301.361083984,-221.252441406,-4.577636719,27.465820313,-15.258789063,-56.457519531,-35.095214844,-55.694580078,-47.302246094,-64.849853516,-69.427490234,-76.293945313,-110.626220703,-70.953369141,-75.531005859,-86.212158203,-83.923339844,-97.656250000,-93.841552734,-87.738037109,-97.656250000,-128.173828125,-46.539306641,-20.599365234,-3.051757813
,-301.361083984,-222.015380859,-1.525878906,26.702880859,-16.021728516,-58.746337891,-36.621093750,-55.694580078,-47.302246094,-65.612792969,-70.190429688,-77.056884766,-110.626220703,-74.005126953,-80.108642578,-88.500976563,-85.449218750,-99.182128906,-96.130371094,-88.500976563,-100.708007813,-130.462646484,-47.302246094,-22.125244141,-3.814697266
,-302.124023438,-223.541259766,1.525878906,24.414062500,-18.310546875,-60.272216797,-38.146972656,-57.220458984,-48.065185547,-67.901611328,-70.190429688,-77.819824219,-111.389160156,-76.293945313,-83.160400391,-89.263916016,-86.975097656,-100.708007813,-98.419189453,-87.738037109,-102.996826172,-131.988525391,-48.828125000,-22.125244141,-5.340576172
,-301.361083984,-224.304199219,5.340576172,23.651123047,-17.547607422,-61.798095703,-39.672851563,-57.983398438,-48.828125000,-70.190429688,-70.953369141,-79.345703125,-113.677978516,-79.345703125,-86.975097656,-90.026855469,-89.263916016,-101.470947266,-99.945068359,-87.738037109,-105.285644531,-131.988525391,-50.354003906,-22.888183594,-6.103515625
,-301.361083984,-225.067138672,9.155273438,22.125244141,-17.547607422,-61.798095703,-40.435791016,-60.272216797,-49.591064453,-71.716308594,-72.479248047,-80.108642578,-117.492675781,-82.397460938,-89.263916016,-91.552734375,-90.026855469,-102.996826172,-101.470947266,-87.738037109,-106.811523438,-131.988525391,-51.879882813,-23.651123047,-7.629394531
,-302.886962891,-224.304199219,13.732910156,20.599365234,-18.310546875,-61.798095703,-41.961669922,-63.323974609,-50.354003906,-72.479248047,-73.242187500,-80.108642578,-120.544433594,-85.449218750,-91.552734375,-92.315673828,-90.789794922,-103.759765625,-102.233886719,-89.263916016,-107.574462891,-131.988525391,-53.405761719,-25.177001953,-8.392333984
,-302.886962891,-225.830078125,18.310546875,19.073486328,-18.310546875,-61.798095703,-45.013427734,-64.849853516,-51.116943359,-73.242187500,-74.768066406,-80.871582031,-121.307373047,-87.738037109,-94.604492188,-95.367431641,-90.789794922,-106.048583984,-103.759765625,-91.552734375,-109.100341797,-133.514404297,-54.931640625,-26.702880859,-8.392333984
,-303.649902344,-228.118896484,22.888183594,17.547607422,-19.836425781,-63.323974609,-47.302246094,-67.901611328,-51.879882813,-74.005126953,-77.056884766,-80.871582031,-122.070312500,-90.789794922,-97.656250000,-96.893310547,-91.552734375,-108.337402344,-106.048583984,-93.841552734,-111.389160156,-135.040283203,-56.457519531,-27.465820313,-9.155273438
,-304.412841797,-230.407714844,25.939941406,16.784667969,-21.362304688,-64.849853516,-50.354003906,-70.190429688,-52.642822266,-76.293945313,-79.345703125,-81.634521484,-122.833251953,-93.078613281,-100.708007813,-96.893310547,-93.841552734,-110.626220703,-107.574462891,-98.419189453,-113.677978516,-136.566162109,-57.983398438,-27.465820313,-10.681152344
,-303.649902344,-232.696533203,28.991699219,16.784667969,-22.888183594,-65.612792969,-52.642822266,-71.716308594,-54.168701172,-77.819824219,-81.634521484,-83.160400391,-123.596191406,-95.367431641,-104.522705078,-97.656250000,-96.130371094,-112.915039063,-109.100341797,-101.470947266,-115.966796875,-138.092041016,-59.509277344,-27.465820313,-12.207031250
,-302.124023438,-233.459472656,31.280517578,16.021728516,-23.651123047,-65.612792969,-53.405761719,-73.242187500,-55.694580078,-80.108642578,-82.397460938,-86.212158203,-126.647949219,-98.419189453,-106.811523438,-96.893310547,-99.182128906,-115.966796875,-109.100341797,-104.522705078,-117.492675781,-139.617919922,-60.272216797,-26.702880859,-12.207031250
,-299.835205078,-233.459472656,32.806396484,14.495849609,-25.177001953,-65.612792969,-52.642822266,-73.242187500,-56.457519531,-81.634521484,-83.160400391,-88.500976563,-128.173828125,-99.182128906,-108.337402344,-97.656250000,-102.233886719,-117.492675781,-109.100341797,-108.337402344,-119.018554688,-140.380859375,-61.798095703,-27.465820313,-12.969970703
,-298.309326172,-234.222412109,35.095214844,12.969970703,-27.465820313,-64.849853516,-51.879882813,-74.005126953,-56.457519531,-80.871582031,-83.160400391,-90.789794922,-129.699707031,-99.945068359,-110.626220703,-99.945068359,-103.759765625,-119.781494141,-108.337402344,-109.863281250,-119.781494141,-141.143798828,-64.086914063,-28.991699219,-13.732910156
,-297.546386719,-234.985351563,36.621093750,10.681152344,-29.754638672,-64.086914063,-51.879882813,-74.005126953,-57.220458984,-81.634521484,-84.686279297,-91.552734375,-131.225585938,-101.470947266,-112.915039063,-102.233886719,-104.522705078,-121.307373047,-109.100341797,-112.152099609,-122.070312500,-141.143798828,-65.612792969,-28.991699219,-13.732910156
,-297.546386719,-235.748291016,37.384033203,9.155273438,-32.043457031,-64.849853516,-51.879882813,-76.293945313,-57.220458984,-82.397460938,-86.975097656,-93.078613281,-131.225585938,-102.996826172,-115.966796875,-103.759765625,-105.285644531,-122.833251953,-110.626220703,-113.677978516,-123.596191406,-141.143798828,-67.901611328,-29.754638672,-14.495849609
,-298.309326172,-238.037109375,38.146972656,7.629394531,-32.806396484,-65.612792969,-52.642822266,-77.819824219,-59.509277344,-84.686279297,-89.263916016,-93.841552734,-131.988525391,-105.285644531,-120.544433594,-104.522705078,-106.811523438,-123.596191406,-112.152099609,-115.966796875,-125.885009766,-141.143798828,-68.664550781,-28.991699219,-15.258789063
,-297.546386719,-238.800048828,38.146972656,6.866455078,-33.569335938,-67.138671875,-53.405761719,-79.345703125,-61.798095703,-87.738037109,-93.078613281,-94.604492188,-131.988525391,-107.574462891,-123.596191406,-104.522705078,-109.100341797,-125.122070313,-115.203857422,-118.255615234,-128.936767578,-141.906738281,-69.427490234,-27.465820313,-15.258789063
,-297.546386719,-239.562988281,37.384033203,6.103515625,-34.332275391,-68.664550781,-54.168701172,-79.345703125,-64.086914063,-90.789794922,-96.130371094,-96.130371094,-131.988525391,-109.863281250,-125.885009766,-103.759765625,-111.389160156,-125.885009766,-116.729736328,-121.307373047,-129.699707031,-141.906738281,-71.716308594,-28.228759766,-14.495849609
,-297.546386719,-240.325927734,36.621093750,4.577636719,-35.095214844,-69.427490234,-54.931640625,-80.108642578,-67.138671875,-93.078613281,-96.893310547,-96.893310547,-131.988525391,-111.389160156,-126.647949219,-104.522705078,-112.915039063,-126.647949219,-117.492675781,-125.122070313,-131.225585938,-143.432617188,-74.768066406,-30.517578125,-14.495849609
,-297.546386719,-239.562988281,35.095214844,3.814697266,-37.384033203,-71.716308594,-57.220458984,-82.397460938,-67.901611328,-94.604492188,-98.419189453,-96.893310547,-131.225585938,-112.915039063,-125.885009766,-105.285644531,-113.677978516,-128.173828125,-118.255615234,-128.936767578,-131.988525391,-144.958496094,-77.819824219,-32.043457031,-13.732910156
,-299.072265625,-241.851806641,32.806396484,2.288818359,-38.909912109,-74.005126953,-59.509277344,-86.212158203,-68.664550781,-97.656250000,-98.419189453,-97.656250000,-130.462646484,-113.677978516,-126.647949219,-106.048583984,-113.677978516,-128.936767578,-119.781494141,-131.988525391,-133.514404297,-145.721435547,-79.345703125,-35.095214844,-14.495849609
,-299.835205078,-243.377685547,29.754638672,0.762939453,-41.198730469,-75.531005859,-61.035156250,-89.263916016,-69.427490234,-99.945068359,-97.656250000,-97.656250000,-128.936767578,-115.203857422,-128.173828125,-107.574462891,-113.677978516,-128.936767578,-121.307373047,-133.514404297,-134.277343750,-147.247314453,-78.582763672,-35.095214844,-14.495849609
,-301.361083984,-244.903564453,26.702880859,1.525878906,-41.961669922,-77.819824219,-62.561035156,-90.789794922,-71.716308594,-102.233886719,-97.656250000,-99.182128906,-127.410888672,-116.729736328,-129.699707031,-107.574462891,-115.203857422,-129.699707031,-123.596191406,-134.277343750,-136.566162109,-148.773193359,-77.056884766,-35.095214844,-13.732910156
,-301.361083984,-246.429443359,24.414062500,1.525878906,-42.724609375,-78.582763672,-61.798095703,-91.552734375,-74.005126953,-104.522705078,-96.893310547,-100.708007813,-125.122070313,-118.255615234,-132.751464844,-107.574462891,-117.492675781,-130.462646484,-125.885009766,-135.040283203,-138.092041016,-150.299072266,-75.531005859,-36.621093750,-13.732910156
,-301.361083984,-247.955322266,23.651123047,1.525878906,-43.487548828,-78.582763672,-62.561035156,-90.789794922,-76.293945313,-106.048583984,-96.130371094,-101.470947266,-124.359130859,-119.781494141,-134.277343750,-108.337402344,-120.544433594,-131.988525391,-126.647949219,-136.566162109,-140.380859375,-151.824951172,-76.293945313,-38.146972656,-14.495849609
,-302.124023438,-247.955322266,22.125244141,0.000000000,-43.487548828,-80.108642578,-61.798095703,-90.789794922,-77.819824219,-106.811523438,-96.130371094,-101.470947266,-122.833251953,-121.307373047,-135.803222656,-107.574462891,-122.070312500,-133.514404297,-127.410888672,-138.854980469,-142.669677734,-154.113769531,-77.819824219,-40.435791016,-16.021728516
,-302.886962891,-248.718261719,21.362304688,-1.525878906,-44.250488281,-80.871582031,-61.798095703,-93.078613281,-78.582763672,-106.048583984,-95.367431641,-101.470947266,-121.307373047,-122.070312500,-136.566162109,-107.574462891,-123.596191406,-135.040283203,-128.936767578,-140.380859375,-144.958496094,-155.639648438,-81.634521484,-43.487548828,-17.547607422
,-304.412841797,-250.244140625,20.599365234,-3.814697266,-45.776367188,-82.397460938,-62.561035156,-95.367431641,-80.108642578,-106.048583984,-96.130371094,-102.233886719,-121.307373047,-123.596191406,-138.092041016,-106.811523438,-125.122070313,-136.566162109,-128.936767578,-142.669677734,-146.484375000,-157.928466797,-83.923339844,-45.013427734,-18.310546875
,-305.175781250,-250.244140625,20.599365234,-5.340576172,-46.539306641,-83.160400391,-63.323974609,-97.656250000,-81.634521484,-105.285644531,-96.893310547,-102.233886719,-119.781494141,-125.885009766,-138.854980469,-106.048583984,-125.122070313,-136.566162109,-131.225585938,-143.432617188,-147.247314453,-160.217285156,-84.686279297,-45.776367188,-18.310546875
,-303.649902344,-251.770019531,21.362304688,-5.340576172,-48.065185547,-82.397460938,-64.849853516,-98.419189453,-83.923339844,-104.522705078,-98.419189453,-102.996826172,-119.018554688,-128.173828125,-141.143798828,-106.048583984,-125.122070313,-138.854980469,-132.751464844,-143.432617188,-148.773193359,-160.980224609,-85.449218750,-47.302246094,-17.547607422
,-302.886962891,-251.007080078,22.888183594,-4.577636719,-48.828125000,-83.160400391,-65.612792969,-98.419189453,-85.449218750,-104.522705078,-99.945068359,-102.996826172,-119.781494141,-130.462646484,-142.669677734,-106.048583984,-125.122070313,-140.380859375,-133.514404297,-144.958496094,-148.773193359,-163.269042969,-86.212158203,-48.065185547,-16.784667969
,-302.124023438,-250.244140625,24.414062500,-3.814697266,-49.591064453,-83.160400391,-66.375732422,-97.656250000,-85.449218750,-104.522705078,-100.708007813,-102.233886719,-119.781494141,-131.225585938,-144.195556641,-106.048583984,-123.596191406,-141.906738281,-135.040283203,-146.484375000,-149.536132813,-164.794921875,-86.975097656,-48.828125000,-17.547607422
,-301.361083984,-249.481201172,26.702880859,-2.288818359,-50.354003906,-83.923339844,-67.138671875,-97.656250000,-85.449218750,-104.522705078,-102.233886719,-101.470947266,-119.781494141,-131.225585938,-146.484375000,-106.811523438,-124.359130859,-143.432617188,-136.566162109,-149.536132813,-151.062011719,-166.320800781,-87.738037109,-48.828125000,-18.310546875
,-300.598144531,-249.481201172,27.465820313,-2.288818359,-51.879882813,-86.212158203,-67.901611328,-98.419189453,-85.449218750,-104.522705078,-103.759765625,-102.233886719,-119.781494141,-131.988525391,-147.247314453,-107.574462891,-125.122070313,-143.432617188,-137.329101563,-151.824951172,-152.587890625,-167.846679688,-87.738037109,-48.828125000,-19.073486328
,-299.072265625,-251.007080078,27.465820313,-1.525878906,-54.931640625,-87.738037109,-70.190429688,-100.708007813,-86.212158203,-106.048583984,-106.048583984,-102.996826172,-120.544433594,-132.751464844,-147.247314453,-109.863281250,-127.410888672,-142.669677734,-138.092041016,-151.062011719,-154.876708984,-167.846679688,-86.212158203,-48.828125000,-20.599365234
,-296.020507813,-253.295898438,25.939941406,-0.762939453,-56.457519531,-88.500976563,-71.716308594,-102.233886719,-87.738037109,-107.574462891,-109.100341797,-103.759765625,-120.544433594,-134.277343750,-147.247314453,-112.152099609,-128.936767578,-141.906738281,-140.380859375,-150.299072266,-157.165527344,-167.083740234,-84.686279297,-51.116943359,-20.599365234
