Test Name,H-Reflex Inc-Dec
Test Item,Left Increasing -> M-max
Patient Name,"week5  s2811mytb"
Patient ID,
Test Date,6/4/2019
Trace Label,"Tr 1 : 0 mA","Tr 2 : 0 mA","Tr 3 : 11 mA","Tr 4 : 14.5 mA","Tr 5 : 30 mA","Tr 6 : 30 mA","Tr 7 : 30 mA","Tr 8 : 46 mA","Tr 9 : 52 mA","Tr 10 : 62 mA","Tr 11 : 100 mA","Tr 12 : 100 mA","Tr 13 : 100 mA","Tr 14 : 100 mA","Tr 15 : 100 mA","Tr 16 : 100 mA","Tr 17 : 100 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),42.724609375,-6.103515625,9650.421142578,13212.585449219,4141.235351563,14098.358154297,8767.700195313,17343.139648438,15901.184082031,7566.833496094,8449.554443359,6823.730468750,10192.871093750,13160.705566406,8396.148681641,15553.283691406,11092.376708984
,-16.784667969,55.694580078,-4.577636719,42.724609375,-47.302246094,72.479248047,30.517578125,962.829589844,1003.265380859,994.110107422,331.115722656,334.930419922,322.723388672,303.649902344,302.886962891,285.339355469,324.249267578
,-16.021728516,56.457519531,-6.103515625,43.487548828,-48.828125000,74.768066406,29.754638672,949.859619141,983.428955078,978.088378906,319.671630859,323.486328125,313.568115234,294.494628906,290.679931641,277.709960938,315.856933594
,-14.495849609,57.983398438,-7.629394531,44.250488281,-47.302246094,77.819824219,29.754638672,936.889648438,963.592529297,962.829589844,308.227539063,312.042236328,305.175781250,285.339355469,279.998779297,270.080566406,306.701660156
,-13.732910156,60.272216797,-8.392333984,44.250488281,-45.013427734,81.634521484,28.991699219,922.393798828,946.044921875,947.570800781,297.546386719,301.361083984,296.783447266,276.947021484,269.317626953,262.451171875,298.309326172
,-11.444091797,60.272216797,-7.629394531,44.250488281,-41.961669922,83.923339844,28.991699219,906.372070313,930.023193359,932.312011719,287.628173828,291.442871094,289.154052734,269.317626953,257.873535156,253.295898438,287.628173828
,-8.392333984,59.509277344,-7.629394531,45.013427734,-38.146972656,85.449218750,28.991699219,889.587402344,913.238525391,917.053222656,276.947021484,282.287597656,281.524658203,261.688232422,246.429443359,243.377685547,276.947021484
,-4.577636719,57.983398438,-6.103515625,46.539306641,-35.858154297,86.975097656,28.228759766,871.276855469,897.979736328,902.557373047,267.028808594,275.421142578,275.421142578,255.584716797,235.748291016,233.459472656,267.791748047
,-0.762939453,54.931640625,-5.340576172,48.828125000,-33.569335938,88.500976563,28.991699219,853.729248047,881.958007813,888.824462891,259.399414063,269.317626953,269.317626953,247.955322266,226.593017578,224.304199219,259.399414063
,2.288818359,51.879882813,-6.103515625,51.116943359,-31.280517578,90.026855469,29.754638672,835.418701172,865.936279297,875.854492188,252.532958984,263.977050781,263.977050781,239.562988281,218.200683594,215.911865234,251.770019531
,4.577636719,50.354003906,-3.051757813,52.642822266,-28.228759766,90.789794922,29.754638672,817.108154297,849.914550781,861.358642578,245.666503906,258.636474609,258.636474609,231.933593750,210.571289063,208.282470703,244.140625000
,5.340576172,50.354003906,-0.762939453,53.405761719,-25.177001953,91.552734375,30.517578125,800.323486328,833.129882813,845.336914063,239.562988281,252.532958984,254.821777344,223.541259766,203.704833984,202.178955078,236.511230469
,6.103515625,49.591064453,2.288818359,53.405761719,-22.125244141,90.789794922,29.754638672,783.538818359,817.871093750,828.552246094,232.696533203,246.429443359,248.718261719,215.911865234,197.601318359,196.075439453,228.881835938
,6.103515625,50.354003906,5.340576172,53.405761719,-20.599365234,91.552734375,28.991699219,766.754150391,804.138183594,811.004638672,225.830078125,238.800048828,243.377685547,210.571289063,191.497802734,190.734863281,222.015380859
,6.866455078,51.116943359,7.629394531,53.405761719,-18.310546875,93.841552734,29.754638672,751.495361328,790.405273438,795.745849609,218.963623047,230.407714844,236.511230469,204.467773438,185.394287109,186.920166016,215.148925781
,7.629394531,50.354003906,9.155273438,53.405761719,-16.784667969,95.367431641,30.517578125,735.473632813,778.961181641,782.012939453,212.860107422,222.778320313,229.644775391,199.890136719,179.290771484,182.342529297,209.808349609
,9.918212891,50.354003906,10.681152344,51.879882813,-15.258789063,97.656250000,31.280517578,718.688964844,768.280029297,769.805908203,205.230712891,215.911865234,224.304199219,194.549560547,173.187255859,178.527832031,205.993652344
,10.681152344,49.591064453,12.969970703,50.354003906,-12.207031250,99.182128906,32.806396484,701.904296875,758.361816406,757.598876953,199.890136719,210.571289063,220.489501953,189.208984375,167.846679688,176.239013672,202.941894531
,11.444091797,49.591064453,16.784667969,49.591064453,-10.681152344,100.708007813,33.569335938,685.119628906,749.206542969,746.154785156,194.549560547,206.756591797,218.963623047,185.394287109,164.031982422,173.950195313,200.653076172
,12.969970703,50.354003906,20.599365234,48.828125000,-8.392333984,102.233886719,34.332275391,668.334960938,738.525390625,734.710693359,189.208984375,204.467773438,217.437744141,182.342529297,162.506103516,172.424316406,199.890136719
,12.969970703,50.354003906,23.651123047,50.354003906,-6.103515625,104.522705078,36.621093750,653.839111328,727.081298828,724.792480469,183.868408203,202.941894531,215.148925781,181.579589844,160.980224609,171.661376953,198.364257813
,13.732910156,50.354003906,26.702880859,51.879882813,-4.577636719,108.337402344,38.909912109,639.343261719,715.637207031,715.637207031,179.290771484,200.653076172,212.860107422,181.579589844,160.980224609,170.135498047,196.838378906
,15.258789063,51.116943359,28.991699219,51.879882813,-0.762939453,112.152099609,41.961669922,627.136230469,702.667236328,707.244873047,173.950195313,198.364257813,209.808349609,180.053710938,157.928466797,166.320800781,194.549560547
,14.495849609,51.879882813,31.280517578,51.116943359,2.288818359,115.966796875,45.013427734,614.929199219,690.460205078,699.615478516,169.372558594,196.075439453,206.756591797,178.527832031,152.587890625,161.743164063,191.497802734
,15.258789063,52.642822266,33.569335938,48.828125000,5.340576172,121.307373047,47.302246094,603.485107422,677.490234375,693.511962891,165.557861328,193.023681641,205.230712891,175.476074219,145.721435547,154.876708984,188.446044922
,15.258789063,52.642822266,35.858154297,46.539306641,9.155273438,125.885009766,48.065185547,592.041015625,664.520263672,687.408447266,162.506103516,190.734863281,202.178955078,171.661376953,137.329101563,148.010253906,185.394287109
,16.021728516,51.879882813,37.384033203,43.487548828,12.207031250,131.225585938,48.065185547,580.596923828,651.550292969,681.304931641,158.691406250,187.683105469,199.127197266,167.846679688,130.462646484,141.143798828,183.868408203
,17.547607422,51.116943359,38.909912109,41.198730469,16.784667969,135.803222656,48.065185547,569.915771484,639.343261719,675.201416016,155.639648438,183.868408203,195.312500000,163.269042969,124.359130859,135.040283203,183.105468750
,18.310546875,51.116943359,39.672851563,38.909912109,22.125244141,140.380859375,47.302246094,558.471679688,627.899169922,668.334960938,152.587890625,179.290771484,192.260742188,158.691406250,118.255615234,128.936767578,181.579589844
,19.836425781,51.116943359,40.435791016,34.332275391,28.991699219,144.195556641,45.776367188,547.027587891,617.218017578,660.705566406,149.536132813,174.713134766,189.971923828,154.113769531,112.915039063,123.596191406,179.290771484
,21.362304688,51.879882813,41.198730469,31.280517578,36.621093750,147.247314453,43.487548828,535.583496094,608.062744141,653.839111328,147.247314453,170.135498047,187.683105469,150.299072266,107.574462891,117.492675781,177.001953125
,22.888183594,52.642822266,41.198730469,27.465820313,43.487548828,148.773193359,40.435791016,523.376464844,598.907470703,646.972656250,144.195556641,165.557861328,185.394287109,147.247314453,101.470947266,112.152099609,175.476074219
,24.414062500,52.642822266,40.435791016,23.651123047,48.828125000,148.773193359,35.858154297,511.169433594,589.752197266,639.343261719,139.617919922,160.217285156,182.342529297,145.721435547,97.656250000,107.574462891,175.476074219
,24.414062500,50.354003906,40.435791016,21.362304688,54.168701172,148.773193359,32.043457031,498.962402344,580.596923828,631.713867188,135.040283203,154.876708984,177.764892578,143.432617188,95.367431641,103.759765625,176.239013672
,23.651123047,47.302246094,40.435791016,17.547607422,58.746337891,148.773193359,29.754638672,487.518310547,572.204589844,624.084472656,128.936767578,149.536132813,173.950195313,141.906738281,94.604492188,102.233886719,176.239013672
,22.125244141,43.487548828,39.672851563,14.495849609,64.086914063,148.010253906,26.702880859,477.600097656,563.049316406,615.692138672,123.596191406,146.484375000,169.372558594,139.617919922,93.841552734,99.945068359,176.239013672
,20.599365234,41.198730469,40.435791016,10.681152344,68.664550781,147.247314453,24.414062500,467.681884766,554.656982422,608.062744141,120.544433594,144.195556641,167.846679688,137.329101563,92.315673828,98.419189453,174.713134766
,20.599365234,38.909912109,40.435791016,6.866455078,74.005126953,147.247314453,22.125244141,460.052490234,545.501708984,601.959228516,118.255615234,143.432617188,166.320800781,135.040283203,90.026855469,97.656250000,174.713134766
,20.599365234,38.146972656,39.672851563,2.288818359,77.819824219,147.247314453,19.836425781,453.186035156,534.820556641,596.618652344,116.729736328,141.906738281,166.320800781,131.988525391,86.975097656,94.604492188,175.476074219
,20.599365234,37.384033203,38.909912109,0.000000000,81.634521484,147.247314453,18.310546875,444.030761719,524.902343750,592.041015625,115.203857422,141.906738281,166.320800781,129.699707031,84.686279297,92.315673828,176.239013672
,21.362304688,36.621093750,38.909912109,-1.525878906,86.212158203,147.247314453,18.310546875,435.638427734,514.221191406,586.700439453,113.677978516,141.143798828,165.557861328,126.647949219,82.397460938,89.263916016,177.001953125
,22.125244141,35.858154297,38.909912109,-2.288818359,89.263916016,147.247314453,18.310546875,425.720214844,504.302978516,580.596923828,111.389160156,139.617919922,164.794921875,122.070312500,80.108642578,86.975097656,175.476074219
,22.125244141,34.332275391,41.198730469,-1.525878906,93.078613281,145.721435547,19.836425781,415.039062500,494.384765625,572.204589844,109.100341797,139.617919922,162.506103516,118.255615234,77.819824219,83.923339844,172.424316406
,22.125244141,35.095214844,43.487548828,0.000000000,96.130371094,144.195556641,20.599365234,406.646728516,484.466552734,563.812255859,107.574462891,137.329101563,160.980224609,113.677978516,74.768066406,80.871582031,168.609619141
,22.888183594,35.858154297,45.013427734,1.525878906,96.893310547,142.669677734,22.125244141,397.491455078,474.548339844,556.182861328,106.048583984,134.277343750,158.691406250,110.626220703,72.479248047,76.293945313,164.794921875
,23.651123047,36.621093750,45.776367188,3.814697266,96.130371094,141.143798828,23.651123047,389.099121094,463.867187500,548.553466797,103.759765625,131.988525391,155.639648438,109.100341797,70.190429688,71.716308594,160.980224609
,25.939941406,37.384033203,45.776367188,5.340576172,95.367431641,141.143798828,25.939941406,379.943847656,454.711914063,543.975830078,101.470947266,127.410888672,153.350830078,106.048583984,68.664550781,67.901611328,157.165527344
,28.991699219,37.384033203,45.013427734,6.866455078,93.078613281,138.854980469,29.754638672,370.788574219,446.319580078,538.635253906,98.419189453,124.359130859,149.536132813,102.233886719,65.612792969,63.323974609,151.824951172
,32.806396484,36.621093750,45.013427734,6.866455078,91.552734375,135.040283203,32.806396484,360.107421875,439.453125000,533.294677734,95.367431641,121.307373047,146.484375000,96.893310547,61.798095703,57.983398438,146.484375000
,35.858154297,36.621093750,45.013427734,6.866455078,89.263916016,131.225585938,35.095214844,350.952148438,432.586669922,527.954101563,93.078613281,117.492675781,142.669677734,90.026855469,55.694580078,51.116943359,139.617919922
,38.909912109,35.858154297,45.776367188,6.866455078,86.212158203,126.647949219,36.621093750,341.033935547,427.246093750,521.087646484,90.026855469,113.677978516,137.329101563,83.160400391,49.591064453,43.487548828,131.988525391
,40.435791016,36.621093750,46.539306641,7.629394531,82.397460938,122.070312500,38.909912109,332.641601563,421.142578125,514.984130859,85.449218750,109.100341797,130.462646484,76.293945313,43.487548828,35.095214844,122.833251953
,41.961669922,36.621093750,46.539306641,11.444091797,79.345703125,116.729736328,41.961669922,324.249267578,415.039062500,509.643554688,81.634521484,102.996826172,122.833251953,70.190429688,38.146972656,27.465820313,115.203857422
,44.250488281,37.384033203,47.302246094,15.258789063,77.056884766,111.389160156,46.539306641,316.619873047,408.935546875,503.540039063,76.293945313,96.130371094,115.203857422,63.323974609,32.806396484,22.888183594,106.811523438
,45.776367188,36.621093750,46.539306641,18.310546875,75.531005859,106.048583984,51.116943359,308.227539063,403.594970703,498.962402344,70.190429688,89.263916016,108.337402344,55.694580078,26.702880859,18.310546875,99.182128906
,47.302246094,36.621093750,46.539306641,21.362304688,76.293945313,99.945068359,55.694580078,299.835205078,397.491455078,492.858886719,64.849853516,82.397460938,102.996826172,48.065185547,19.073486328,12.969970703,93.078613281
,49.591064453,35.858154297,47.302246094,22.888183594,76.293945313,94.604492188,60.272216797,291.442871094,392.150878906,486.755371094,58.746337891,76.293945313,98.419189453,38.909912109,12.969970703,6.866455078,86.975097656
,51.116943359,35.095214844,47.302246094,23.651123047,74.768066406,89.263916016,66.375732422,283.813476563,386.047363281,479.888916016,53.405761719,70.190429688,93.841552734,30.517578125,6.103515625,0.762939453,81.634521484
,52.642822266,34.332275391,47.302246094,23.651123047,71.716308594,83.923339844,73.242187500,277.709960938,379.943847656,473.022460938,47.302246094,63.323974609,88.500976563,24.414062500,0.762939453,-3.814697266,77.056884766
,53.405761719,33.569335938,47.302246094,25.177001953,67.901611328,79.345703125,83.160400391,272.369384766,373.077392578,464.630126953,41.961669922,57.220458984,81.634521484,18.310546875,-3.814697266,-7.629394531,72.479248047
,53.405761719,34.332275391,45.776367188,26.702880859,64.086914063,75.531005859,91.552734375,267.028808594,365.447998047,454.711914063,35.858154297,50.354003906,74.768066406,12.207031250,-9.155273438,-10.681152344,67.138671875
,52.642822266,34.332275391,44.250488281,26.702880859,61.798095703,70.953369141,98.419189453,261.688232422,357.055664063,444.030761719,30.517578125,44.250488281,67.138671875,6.103515625,-12.969970703,-14.495849609,62.561035156
,52.642822266,35.095214844,42.724609375,27.465820313,58.746337891,65.612792969,102.233886719,255.584716797,348.663330078,432.586669922,25.939941406,38.909912109,61.035156250,0.000000000,-17.547607422,-19.073486328,57.220458984
,53.405761719,35.095214844,41.198730469,26.702880859,54.931640625,61.798095703,102.233886719,247.955322266,340.270996094,422.668457031,20.599365234,32.806396484,55.694580078,-6.866455078,-21.362304688,-23.651123047,52.642822266
,53.405761719,34.332275391,39.672851563,25.939941406,50.354003906,57.983398438,100.708007813,241.088867188,332.641601563,414.276123047,16.021728516,27.465820313,49.591064453,-13.732910156,-25.177001953,-28.991699219,48.828125000
,52.642822266,33.569335938,37.384033203,25.939941406,46.539306641,54.931640625,98.419189453,233.459472656,325.775146484,407.409667969,11.444091797,22.125244141,44.250488281,-18.310546875,-28.991699219,-32.806396484,45.013427734
,51.879882813,33.569335938,35.095214844,25.177001953,43.487548828,53.405761719,95.367431641,225.067138672,318.908691406,401.306152344,6.866455078,17.547607422,39.672851563,-22.125244141,-34.332275391,-36.621093750,41.198730469
,50.354003906,32.806396484,32.043457031,22.888183594,41.961669922,50.354003906,92.315673828,215.911865234,312.042236328,395.202636719,2.288818359,13.732910156,35.858154297,-25.177001953,-38.909912109,-41.198730469,37.384033203
,48.828125000,34.332275391,29.754638672,21.362304688,41.961669922,48.065185547,87.738037109,205.993652344,304.412841797,388.336181641,-0.762939453,10.681152344,33.569335938,-28.991699219,-43.487548828,-45.776367188,34.332275391
,47.302246094,35.095214844,26.702880859,19.073486328,41.961669922,44.250488281,81.634521484,196.838378906,296.020507813,381.469726563,-3.814697266,7.629394531,31.280517578,-33.569335938,-48.828125000,-49.591064453,30.517578125
,46.539306641,35.095214844,24.414062500,17.547607422,41.961669922,41.961669922,75.531005859,187.683105469,287.628173828,373.840332031,-7.629394531,3.814697266,28.228759766,-38.909912109,-52.642822266,-53.405761719,27.465820313
,44.250488281,35.095214844,22.888183594,16.021728516,41.198730469,39.672851563,68.664550781,180.053710938,279.998779297,365.447998047,-10.681152344,0.762939453,25.177001953,-44.250488281,-55.694580078,-56.457519531,23.651123047
,42.724609375,34.332275391,21.362304688,13.732910156,41.198730469,38.146972656,63.323974609,172.424316406,273.895263672,357.818603516,-13.732910156,-3.051757813,22.125244141,-50.354003906,-59.509277344,-58.746337891,18.310546875
,39.672851563,33.569335938,19.073486328,11.444091797,41.961669922,36.621093750,58.746337891,165.557861328,268.554687500,349.426269531,-16.784667969,-7.629394531,18.310546875,-56.457519531,-64.086914063,-61.798095703,12.969970703
,35.858154297,32.806396484,19.073486328,7.629394531,45.013427734,35.095214844,54.168701172,159.454345703,262.451171875,341.033935547,-19.836425781,-12.207031250,14.495849609,-62.561035156,-69.427490234,-64.086914063,6.866455078
,33.569335938,32.043457031,19.073486328,3.814697266,48.828125000,34.332275391,48.828125000,154.113769531,255.584716797,333.404541016,-22.888183594,-16.784667969,10.681152344,-67.901611328,-74.005126953,-66.375732422,1.525878906
,31.280517578,32.806396484,18.310546875,1.525878906,51.116943359,33.569335938,44.250488281,149.536132813,250.244140625,325.012207031,-26.702880859,-22.125244141,6.103515625,-73.242187500,-78.582763672,-69.427490234,-2.288818359
,30.517578125,33.569335938,16.784667969,0.762939453,53.405761719,33.569335938,39.672851563,145.721435547,244.140625000,318.908691406,-30.517578125,-25.939941406,1.525878906,-76.293945313,-82.397460938,-72.479248047,-7.629394531
,29.754638672,32.806396484,14.495849609,3.051757813,56.457519531,35.095214844,35.095214844,141.906738281,241.088867188,313.568115234,-33.569335938,-30.517578125,-2.288818359,-80.108642578,-86.212158203,-75.531005859,-13.732910156
,29.754638672,31.280517578,12.969970703,7.629394531,61.798095703,34.332275391,32.043457031,138.854980469,237.274169922,308.227539063,-37.384033203,-35.095214844,-6.866455078,-84.686279297,-91.552734375,-79.345703125,-19.836425781
,30.517578125,29.754638672,12.207031250,13.732910156,69.427490234,33.569335938,27.465820313,135.040283203,231.933593750,302.124023438,-41.198730469,-38.909912109,-9.918212891,-90.026855469,-96.893310547,-82.397460938,-25.939941406
,30.517578125,27.465820313,12.969970703,22.125244141,78.582763672,32.043457031,22.888183594,129.699707031,227.355957031,296.783447266,-43.487548828,-42.724609375,-12.969970703,-96.130371094,-102.233886719,-85.449218750,-31.280517578
,32.043457031,25.939941406,13.732910156,32.043457031,86.975097656,29.754638672,19.073486328,123.596191406,222.778320313,290.679931641,-46.539306641,-46.539306641,-18.310546875,-102.233886719,-106.811523438,-89.263916016,-35.858154297
,32.806396484,25.177001953,14.495849609,42.724609375,93.841552734,28.228759766,14.495849609,117.492675781,218.200683594,284.576416016,-51.116943359,-49.591064453,-23.651123047,-107.574462891,-109.863281250,-93.078613281,-39.672851563
,32.806396484,25.177001953,14.495849609,55.694580078,98.419189453,28.228759766,11.444091797,111.389160156,215.911865234,279.998779297,-54.931640625,-54.168701172,-30.517578125,-112.152099609,-112.152099609,-96.130371094,-42.724609375
,32.806396484,25.939941406,14.495849609,70.190429688,100.708007813,30.517578125,9.918212891,106.048583984,212.860107422,274.658203125,-59.509277344,-58.746337891,-37.384033203,-115.966796875,-115.203857422,-99.182128906,-45.776367188
,31.280517578,25.939941406,15.258789063,83.923339844,100.708007813,32.806396484,7.629394531,100.708007813,208.282470703,270.080566406,-64.849853516,-62.561035156,-43.487548828,-119.781494141,-119.781494141,-102.233886719,-48.828125000
,30.517578125,28.228759766,16.021728516,96.893310547,99.945068359,36.621093750,5.340576172,94.604492188,203.704833984,265.502929688,-68.664550781,-65.612792969,-48.828125000,-123.596191406,-125.122070313,-104.522705078,-53.405761719
,30.517578125,29.754638672,17.547607422,109.100341797,97.656250000,40.435791016,2.288818359,88.500976563,197.601318359,260.162353516,-72.479248047,-67.901611328,-53.405761719,-127.410888672,-130.462646484,-108.337402344,-58.746337891
,31.280517578,30.517578125,18.310546875,119.781494141,93.841552734,44.250488281,0.000000000,83.160400391,190.734863281,254.821777344,-75.531005859,-70.953369141,-58.746337891,-130.462646484,-135.040283203,-112.915039063,-63.323974609
,31.280517578,29.754638672,19.073486328,129.699707031,90.789794922,48.828125000,-1.525878906,79.345703125,185.394287109,247.955322266,-80.108642578,-74.768066406,-65.612792969,-134.277343750,-138.092041016,-116.729736328,-67.138671875
,32.043457031,28.228759766,18.310546875,139.617919922,86.975097656,52.642822266,-1.525878906,78.582763672,180.053710938,241.088867188,-84.686279297,-78.582763672,-72.479248047,-138.092041016,-139.617919922,-119.781494141,-71.716308594
,32.043457031,25.939941406,18.310546875,145.721435547,83.160400391,57.983398438,-1.525878906,76.293945313,174.713134766,233.459472656,-88.500976563,-84.686279297,-78.582763672,-141.906738281,-141.906738281,-124.359130859,-77.056884766
,32.806396484,24.414062500,17.547607422,148.010253906,79.345703125,64.086914063,-3.051757813,74.005126953,168.609619141,225.067138672,-93.841552734,-90.026855469,-84.686279297,-145.721435547,-144.195556641,-128.173828125,-82.397460938
,33.569335938,23.651123047,18.310546875,147.247314453,75.531005859,70.953369141,-4.577636719,71.716308594,163.269042969,217.437744141,-97.656250000,-95.367431641,-88.500976563,-149.536132813,-148.010253906,-133.514404297,-87.738037109
,35.095214844,22.888183594,19.836425781,142.669677734,70.190429688,78.582763672,-6.866455078,67.901611328,158.691406250,209.808349609,-101.470947266,-99.945068359,-92.315673828,-153.350830078,-151.062011719,-137.329101563,-92.315673828
,36.621093750,21.362304688,21.362304688,137.329101563,64.849853516,85.449218750,-8.392333984,66.375732422,154.876708984,203.704833984,-106.048583984,-102.996826172,-96.893310547,-156.402587891,-154.113769531,-140.380859375,-95.367431641
,38.146972656,20.599365234,22.888183594,131.988525391,58.746337891,91.552734375,-6.103515625,64.849853516,152.587890625,197.601318359,-109.863281250,-106.048583984,-102.233886719,-158.691406250,-156.402587891,-141.143798828,-97.656250000
,39.672851563,19.836425781,22.888183594,125.885009766,53.405761719,96.130371094,-3.814697266,64.086914063,150.299072266,193.023681641,-113.677978516,-108.337402344,-108.337402344,-161.743164063,-157.928466797,-141.906738281,-101.470947266
,40.435791016,19.073486328,22.125244141,116.729736328,48.828125000,99.945068359,-1.525878906,64.086914063,146.484375000,187.683105469,-116.729736328,-112.152099609,-112.915039063,-163.269042969,-160.980224609,-143.432617188,-104.522705078
,41.961669922,19.836425781,21.362304688,107.574462891,45.776367188,102.996826172,0.000000000,63.323974609,141.906738281,183.105468750,-119.018554688,-115.203857422,-117.492675781,-165.557861328,-163.269042969,-144.958496094,-108.337402344
,45.013427734,20.599365234,20.599365234,96.893310547,43.487548828,104.522705078,0.000000000,63.323974609,136.566162109,178.527832031,-120.544433594,-118.255615234,-119.781494141,-167.083740234,-166.320800781,-148.010253906,-113.677978516
,47.302246094,20.599365234,19.836425781,85.449218750,41.198730469,106.048583984,0.000000000,64.086914063,130.462646484,173.950195313,-122.833251953,-122.833251953,-122.833251953,-168.609619141,-167.846679688,-151.824951172,-118.255615234
,48.828125000,20.599365234,19.836425781,74.768066406,38.909912109,106.048583984,0.000000000,65.612792969,125.122070313,170.135498047,-124.359130859,-125.885009766,-125.885009766,-171.661376953,-169.372558594,-155.639648438,-122.070312500
,50.354003906,19.073486328,20.599365234,64.849853516,37.384033203,105.285644531,0.000000000,67.901611328,121.307373047,164.794921875,-127.410888672,-129.699707031,-128.936767578,-174.713134766,-170.898437500,-159.454345703,-127.410888672
,50.354003906,17.547607422,21.362304688,55.694580078,35.858154297,103.759765625,0.762939453,70.190429688,117.492675781,158.691406250,-130.462646484,-133.514404297,-133.514404297,-178.527832031,-173.950195313,-162.506103516,-130.462646484
,51.116943359,17.547607422,22.888183594,47.302246094,35.858154297,100.708007813,2.288818359,72.479248047,113.677978516,151.824951172,-134.277343750,-135.803222656,-136.566162109,-182.342529297,-177.764892578,-165.557861328,-134.277343750
,53.405761719,17.547607422,25.177001953,39.672851563,35.858154297,97.656250000,3.051757813,74.005126953,109.863281250,144.195556641,-137.329101563,-138.092041016,-140.380859375,-184.631347656,-183.105468750,-167.846679688,-137.329101563
,55.694580078,17.547607422,26.702880859,33.569335938,35.095214844,93.841552734,3.051757813,74.768066406,106.048583984,136.566162109,-139.617919922,-141.906738281,-145.721435547,-186.920166016,-189.208984375,-170.898437500,-138.854980469
,57.983398438,17.547607422,27.465820313,28.228759766,32.806396484,88.500976563,3.051757813,76.293945313,102.996826172,130.462646484,-142.669677734,-144.195556641,-150.299072266,-186.920166016,-194.549560547,-173.950195313,-141.906738281
,60.272216797,16.784667969,28.228759766,24.414062500,30.517578125,84.686279297,3.051757813,79.345703125,100.708007813,123.596191406,-145.721435547,-148.010253906,-155.639648438,-187.683105469,-198.364257813,-177.001953125,-144.195556641
,63.323974609,16.021728516,28.228759766,22.125244141,28.228759766,80.108642578,3.814697266,81.634521484,98.419189453,118.255615234,-150.299072266,-151.824951172,-159.454345703,-188.446044922,-202.941894531,-180.053710938,-148.010253906
,66.375732422,16.021728516,29.754638672,20.599365234,25.939941406,75.531005859,6.103515625,83.923339844,94.604492188,112.152099609,-154.876708984,-154.876708984,-161.743164063,-189.971923828,-205.993652344,-183.105468750,-153.350830078
,70.190429688,16.784667969,32.806396484,19.073486328,25.177001953,71.716308594,8.392333984,84.686279297,90.789794922,106.048583984,-158.691406250,-157.165527344,-163.269042969,-192.260742188,-209.808349609,-186.920166016,-157.165527344
,74.005126953,17.547607422,35.095214844,17.547607422,24.414062500,67.138671875,11.444091797,85.449218750,86.212158203,99.182128906,-161.743164063,-160.217285156,-165.557861328,-194.549560547,-213.623046875,-189.971923828,-161.743164063
,76.293945313,18.310546875,37.384033203,16.021728516,24.414062500,62.561035156,14.495849609,86.212158203,80.871582031,93.078613281,-164.794921875,-162.506103516,-167.846679688,-197.601318359,-216.674804688,-193.023681641,-164.794921875
,77.819824219,19.073486328,40.435791016,13.732910156,25.177001953,57.983398438,17.547607422,86.212158203,78.582763672,87.738037109,-168.609619141,-165.557861328,-171.661376953,-199.890136719,-218.200683594,-195.312500000,-167.846679688
,79.345703125,20.599365234,43.487548828,12.969970703,25.939941406,54.168701172,20.599365234,87.738037109,75.531005859,83.923339844,-172.424316406,-169.372558594,-175.476074219,-202.941894531,-219.726562500,-196.075439453,-170.135498047
,80.108642578,21.362304688,47.302246094,12.207031250,27.465820313,49.591064453,23.651123047,89.263916016,73.242187500,79.345703125,-177.001953125,-171.661376953,-179.290771484,-205.993652344,-221.252441406,-197.601318359,-172.424316406
,79.345703125,22.888183594,52.642822266,10.681152344,29.754638672,46.539306641,25.177001953,91.552734375,70.953369141,75.531005859,-180.816650391,-173.187255859,-182.342529297,-208.282470703,-223.541259766,-199.127197266,-175.476074219
,78.582763672,24.414062500,59.509277344,10.681152344,31.280517578,43.487548828,25.939941406,93.078613281,67.901611328,71.716308594,-182.342529297,-173.950195313,-184.631347656,-211.334228516,-227.355957031,-199.890136719,-177.764892578
,77.819824219,24.414062500,65.612792969,10.681152344,33.569335938,40.435791016,27.465820313,92.315673828,64.849853516,67.138671875,-184.631347656,-175.476074219,-186.920166016,-212.860107422,-230.407714844,-201.416015625,-180.053710938
,77.819824219,24.414062500,70.953369141,10.681152344,35.095214844,38.909912109,28.991699219,92.315673828,61.798095703,63.323974609,-186.157226563,-177.764892578,-189.971923828,-213.623046875,-231.170654297,-202.941894531,-180.816650391
,77.056884766,23.651123047,74.768066406,11.444091797,36.621093750,35.858154297,31.280517578,91.552734375,59.509277344,59.509277344,-186.920166016,-180.053710938,-193.023681641,-213.623046875,-230.407714844,-203.704833984,-181.579589844
